JARVIS-ID,Formula,Spacegroup,Atom,Wycoff,Diag_Vxx,Diag_Vyy,Diag_Vzz,Eta,VASP_Vxx,VASP_Vxy,VASP_Vxz,VASP_Vyy,VASP_Vyz,VASP_Vzz
JVASP-2196,F4Sn,139,F,e,-9.169,-9.1691,18.3381,5.45E-06,-5.433,4.6077,8.2207,-3.4864,10.1386,8.9194
JVASP-2196,F4Sn,139,F,c,-8.3722,-9.9379,18.3101,0.085510183,-7.6417,-4.7316,1.6077,12.4756,-10.4108,-4.8339
JVASP-2196,F4Sn,139,Sn,a,11.6224,11.623,-23.2453,2.58E-05,6.8869,-5.8408,-10.4208,4.4191,-12.8514,-11.306
JVASP-21969,Rb2ZrF6,164,Rb,d,0.716,0.716,-1.432,0,0.716,0,0,0.716,0,-1.432
JVASP-21969,Rb2ZrF6,164,Zr,a,-2.4201,-2.42,4.8401,0,-2.4201,0,0,-2.42,0,4.8401
JVASP-21969,Rb2ZrF6,164,F,i,-1.2528,-0.5287,1.7816,0.406,0.5609,0.6291,-1.1832,-0.1655,-0.6831,-0.3954
JVASP-21970,Rb2HfF6,164,Rb,d,0.5938,0.5937,-1.1875,0,0.5937,0,0,0.5938,0,-1.1875
JVASP-21970,Rb2HfF6,164,Hf,a,-4.4512,-4.4508,8.902,0,-4.4512,0,0,-4.4508,0,8.902
JVASP-21970,Rb2HfF6,164,F,i,-1.5565,-0.7721,2.3286,0.337,0.7641,0.8869,-1.4953,-0.26,-0.8633,-0.5041
JVASP-21974,Rb2ThF6,189,Rb,d,-2.3184,-2.3183,4.6367,0,-2.3183,0,0,-2.3184,0,4.6367
JVASP-21974,Rb2ThF6,189,Th,a,3.9126,3.9119,-7.8245,0,3.9126,0,0,3.9119,0,-7.8245
JVASP-21974,Rb2ThF6,189,F,g,3.26,1.21,-4.47,0.459,-3.0503,2.4594,0,-0.2097,0,3.26
JVASP-21974,Rb2ThF6,189,F,f,-2.5839,-0.116,2.6999,0.914,0.5879,-1.2192,0,1.9961,0,-2.5839
JVASP-21976,S6Ti3Ni,148,S,f,-1.6779,-2.8404,4.5183,0.257287033,0.3336,-2.7746,2.363,0.0723,-1.4921,-0.4059
JVASP-21976,S6Ti3Ni,148,Ti,c,0.9782,0.9787,-1.9569,0.000255506,0.4442,-0.3599,-1.0742,0.736,-0.7231,-1.1802
JVASP-21976,S6Ti3Ni,148,Ti,a,0.7321,0.7326,-1.4647,0.000341367,0.3325,-0.2694,-0.804,0.5508,-0.5412,-0.8833
JVASP-21976,S6Ti3Ni,148,Ni,b,-0.8134,-0.8146,1.628,0.000737101,-0.3691,0.299,0.8932,-0.6132,0.6016,0.9823
JVASP-21982,F6GeBa,166,F,h,-5.2302,-8.7857,14.016,0.253674372,-0.4728,9.7904,-4.4929,2.7446,-5.2914,-2.2718
JVASP-21982,F6GeBa,166,Ge,a,0.6493,0.6494,-1.2987,7.70E-05,0.0295,-0.7302,-0.5387,-0.2106,-0.6345,0.1811
JVASP-21982,F6GeBa,166,Ba,b,-1.6577,-1.658,3.3157,9.05E-05,-0.0748,1.8641,1.3755,0.5376,1.6199,-0.4628
JVASP-2199,MgSiP2,122,Mg,b,-0.6896,-0.6898,1.3794,0.000144991,-0.3834,0.3924,0.6212,-0.1867,0.7961,0.5701
JVASP-2199,MgSiP2,122,Si,a,-0.1213,-0.1213,0.2426,0,-0.0674,0.069,0.1092,-0.0328,0.14,0.1003
JVASP-2199,MgSiP2,122,P,d,0.3313,6.3204,-6.6518,0.900372831,-4.7501,-2.9224,-3.244,0.2602,1.3008,4.49
JVASP-22039,B2CaIr2,70,B,f,0.0352,1.5522,-1.5874,0.95565075,0.3398,0.5472,0.3976,1.0179,0.7142,-1.3578
JVASP-22039,B2CaIr2,70,Ca,b,-1.4155,-1.7203,3.1358,0.097200077,-1.3996,0.5761,0.933,-0.6855,1.6757,2.085
JVASP-22039,B2CaIr2,70,Ir,g,-15.792,-26.9005,42.6925,0.260197927,24.7733,21.2276,-20.9726,-17.0017,-5.0784,-7.7715
JVASP-2205,Al2Se4Hg,82,Al,d,-0.3081,-0.3081,0.6162,0,-0.1781,0.1626,0.2772,-0.1047,0.3467,0.2827
JVASP-2205,Al2Se4Hg,82,Al,b,0.3255,0.3255,-0.6511,0,0.1881,-0.1718,-0.2929,0.1106,-0.3663,-0.2987
JVASP-2205,Al2Se4Hg,82,Se,g,6.0058,7.6645,-13.6703,0.121336035,-9.3082,3.6186,-7.7969,5.7417,0.8913,3.5665
JVASP-2205,Al2Se4Hg,82,Hg,a,-2.2108,-2.2109,4.4217,2.26E-05,-1.2777,1.1671,1.989,-0.7512,2.4877,2.0288
JVASP-22061,B2YIr2,70,B,f,-0.0751,-1.6106,1.6857,0.91089755,-0.3438,-0.4892,-0.5047,-0.9656,-0.9187,1.3094
JVASP-22061,B2YIr2,70,Y,a,-3.9876,-4.593,8.5806,0.070554507,-3.4563,0.9671,2.6269,-2.2273,4.7823,5.6836
JVASP-22061,B2YIr2,70,Ir,g,-12.9207,-19.977,32.8977,0.214492199,-17.9239,-7.9438,4.9756,24.8767,-15.558,-6.9528
JVASP-2208,BaZrN2,129,Ba,c,-4.4661,-4.4661,8.9322,0,-4.4661,0,0,-4.4661,0,8.9322
JVASP-2208,BaZrN2,129,Zr,c,-1.6008,-1.6008,3.2015,0,-1.6008,0,0,-1.6008,0,3.2015
JVASP-2208,BaZrN2,129,N,c,1.3192,1.3192,-2.6383,0,1.3192,0,0,1.3192,0,-2.6383
JVASP-2208,BaZrN2,129,N,b,-0.6926,-0.6926,1.3853,0,-0.6926,0,0,-0.6926,0,1.3853
JVASP-2211,Al2Se4Cd,82,Al,d,-0.2629,-0.2629,0.5257,0,-0.1507,0.1409,0.2366,-0.0858,0.2974,0.2365
JVASP-2211,Al2Se4Cd,82,Al,b,0.2302,0.2302,-0.4605,0,0.132,-0.1234,-0.2073,0.0751,-0.2605,-0.2072
JVASP-2211,Al2Se4Cd,82,Se,g,4.105,8.694,-12.799,0.358543636,5.4213,6.4129,4.2675,-4.7716,-6.519,-0.6497
JVASP-2211,Al2Se4Cd,82,Cd,a,-1.0965,-1.0966,2.1932,4.56E-05,-0.6289,0.5878,0.9872,-0.3579,1.2405,0.9867
JVASP-22147,F6NaRb2Ho,87,F,e,-0.1649,-0.1651,0.33,0.000606061,-0.0828,0.1156,0.1434,-0.0023,0.2017,0.0851
JVASP-22147,F6NaRb2Ho,87,F,h,-0.1244,-0.2986,0.423,0.411820331,-0.0988,0.2242,-0.1954,-0.0444,-0.193,0.1432
JVASP-22147,F6NaRb2Ho,87,Na,a,-0.0379,-0.038,0.0759,0.001317523,-0.0191,0.0265,0.033,-0.0005,0.0464,0.0197
JVASP-22147,F6NaRb2Ho,87,Rb,d,0.5821,0.5823,-1.1644,0.000171762,0.2921,-0.4081,-0.506,0.0083,-0.7116,-0.3004
JVASP-22147,F6NaRb2Ho,87,Ho,b,-0.2173,-0.2181,0.4354,0.001837391,-0.1094,0.1521,0.1891,-0.0028,0.2664,0.1122
JVASP-2217,GeSe4Hg2,82,Ge,c,0.3607,0.3609,-0.7217,0.000277123,0.2151,-0.1788,-0.3232,0.1411,-0.397,-0.3562
JVASP-2217,GeSe4Hg2,82,Se,g,-5.8398,-15.9092,21.749,0.462982206,0.0369,17.249,3.7623,8.0114,-1.9881,-8.0484
JVASP-2217,GeSe4Hg2,82,Hg,b,-3.3509,-3.351,6.702,1.49E-05,-1.9997,1.66,3.0006,-1.312,3.6857,3.3116
JVASP-2217,GeSe4Hg2,82,Hg,d,-3.4386,-3.4388,6.8774,2.91E-05,-2.052,1.7034,3.0792,-1.3463,3.7822,3.3983
JVASP-22183,B2Ru2Ce,70,B,f,0.1228,1.1759,-1.2986,0.810950254,-0.2382,-0.6004,-0.1991,-0.8757,-0.3312,1.114
JVASP-22183,B2Ru2Ce,70,Ru,g,-3.7756,-10.2714,14.047,0.46243326,10.303,4.2621,-7.0564,-8.2826,1.0776,-2.0205
JVASP-22183,B2Ru2Ce,70,Ce,a,0.3465,5.302,-5.6485,0.877312561,-3.6686,3.2929,1.1645,-0.1716,1.9367,3.8402
JVASP-222,MoO2,136,Mo,a,5.921,0.1352,-6.0561,0.955,3.0281,2.8929,0,3.0281,0,-6.0561
JVASP-222,MoO2,136,O,g,1.1094,0.1397,-1.2492,0.776,-0.0699,-1.1793,0,-0.0699,0,0.1397
JVASP-2220,Nd2SO2,164,Nd,d,-0.8567,-0.8571,1.7138,0.000233399,-0.8571,0,0,-0.8567,0,1.7138
JVASP-2220,Nd2SO2,164,S,a,-0.4234,-0.4235,0.8468,0.000118092,-0.4235,0,0,-0.4234,0,0.8468
JVASP-2220,Nd2SO2,164,O,d,0.6018,0.6018,-1.2037,0,0.6018,0,0,0.6018,0,-1.2037
JVASP-22211,Ge2Ho2Os,12,Ge,i,-2.1191,-6.0253,8.1444,0.479617897,-5.4913,1.1821,-2.2273,2.225,-4.9312,3.2663
JVASP-22211,Ge2Ho2Os,12,Ho,i,1.3223,6.69,-8.0123,0.669932479,0.8151,0.0194,2.116,6.6895,-0.0806,-7.5046
JVASP-22211,Ge2Ho2Os,12,Os,i,-2.9715,-10.1488,13.1203,0.547037796,-2.5998,2.6548,-1.5506,-0.897,-11.0742,3.4968
JVASP-2226,Pr2SO2,164,Pr,d,-0.7454,-0.7455,1.4909,6.71E-05,-0.7455,0,0,-0.7454,0,1.4909
JVASP-2226,Pr2SO2,164,S,a,-0.3849,-0.3849,0.7698,0,-0.3849,0,0,-0.3849,0,0.7698
JVASP-2226,Pr2SO2,164,O,d,0.5764,0.5764,-1.1528,0,0.5764,0,0,0.5764,0,-1.1528
JVASP-22268,HoSi2Pt2,129,Ho,c,-1.6972,-1.6972,3.3943,0,-1.6972,0,0,-1.6972,0,3.3943
JVASP-22268,HoSi2Pt2,129,Si,c,0.4662,0.4662,-0.9325,0,0.4662,0,0,0.4662,0,-0.9325
JVASP-22268,HoSi2Pt2,129,Si,b,0.9853,0.9853,-1.9705,0,0.9853,0,0,0.9853,0,-1.9705
JVASP-22268,HoSi2Pt2,129,Pt,c,1.4934,1.4934,-2.9868,0,1.4934,0,0,1.4934,0,-2.9868
JVASP-22268,HoSi2Pt2,129,Pt,a,1.5883,1.5883,-3.1766,0,1.5883,0,0,1.5883,0,-3.1766
JVASP-2235,KSnAs,186,K,b,0.4705,0.4707,-0.9412,0.000212495,0.4705,0,0,0.4707,0,-0.9412
JVASP-2235,KSnAs,186,Sn,a,7.5324,7.5327,-15.0651,1.99E-05,7.5324,0,0,7.5327,0,-15.0651
JVASP-2235,KSnAs,186,As,b,3.611,3.611,-7.222,0,3.611,0,0,3.611,0,-7.222
JVASP-22353,Zr2NiAs2,194,Zr,f,0.5036,0.5046,-1.0082,0.000991867,0.5036,0,0,0.5046,0,-1.0082
JVASP-22353,Zr2NiAs2,194,Ni,b,0.7828,0.7829,-1.5657,6.39E-05,0.7828,0,0,0.7829,0,-1.5657
JVASP-22353,Zr2NiAs2,194,As,d,-0.0828,-0.0829,0.1657,0.0006035,-0.0829,0,0,-0.0828,0,0.1657
JVASP-22353,Zr2NiAs2,194,As,a,-1.7249,-1.7251,3.45,5.80E-05,-1.7251,0,0,-1.7249,0,3.45
JVASP-22354,Ho2NiAs2,194,Ho,f,0.5854,0.5871,-1.1724,0.001450017,0.5871,0,0,0.5854,0,-1.1724
JVASP-22354,Ho2NiAs2,194,Ni,b,-1.5981,-1.599,3.1971,0.000281505,-1.5981,0,0,-1.599,0,3.1971
JVASP-22354,Ho2NiAs2,194,As,d,2.1169,2.117,-4.2339,2.36E-05,2.117,0,0,2.1169,0,-4.2339
JVASP-22354,Ho2NiAs2,194,As,a,-1.3589,-1.3591,2.718,7.36E-05,-1.3589,0,0,-1.3591,0,2.718
JVASP-22365,F3CuRb,140,F,h,-7.215,-7.4802,14.6952,0.018046709,7.7142,10.2574,0.0745,-0.3764,-0.1093,-7.3379
JVASP-22365,F3CuRb,140,F,b,-7.9304,-7.9307,15.8611,1.89E-05,-3.8876,-5.9404,-6.6747,0.7985,9.8078,3.0891
JVASP-22365,F3CuRb,140,Cu,d,1.4495,3.7764,-5.2259,0.445263017,-2.7718,-3.6062,0.6524,0.0735,-0.9595,2.6984
JVASP-22365,F3CuRb,140,Rb,a,0.0465,0.0468,-0.0933,0.003215434,0.0229,0.0349,0.0391,-0.0047,-0.0578,-0.0182
JVASP-22366,F4MgRb2,139,F,c,-2.266,-2.4225,4.6885,0.033379546,4.1652,-0.0115,-1.855,-2.2784,-0.0408,-1.8868
JVASP-22366,F4MgRb2,139,F,e,-1.2132,-1.2132,2.4264,0,-0.9662,0.2675,0.8755,-0.9234,0.9482,1.8896
JVASP-22366,F4MgRb2,139,Mg,a,0.2966,0.2968,-0.5934,0.000337041,0.2361,-0.0655,-0.2142,0.2259,-0.2319,-0.462
JVASP-22366,F4MgRb2,139,Rb,e,0.0897,0.0898,-0.1795,0.000557103,0.0714,-0.0198,-0.0648,0.0684,-0.0701,-0.1398
JVASP-2238,KSnSb,186,K,b,0.3271,0.3273,-0.6545,0.000305577,0.3273,0,0,0.3271,0,-0.6545
JVASP-2238,KSnSb,186,Sn,a,6.0289,6.0296,-12.0585,5.81E-05,6.0296,0,0,6.0289,0,-12.0585
JVASP-2238,KSnSb,186,Sb,b,6.0445,6.0446,-12.0891,8.27E-06,6.0446,0,0,6.0445,0,-12.0891
JVASP-22385,LiF6P,148,Li,b,0.0071,0.0071,-0.0142,0,0.0026,-0.0031,-0.0081,0.0049,-0.0057,-0.0076
JVASP-22385,LiF6P,148,F,f,-9.4792,-10.5505,20.0297,0.053485574,2.8537,-10.2904,10.3888,-2.0331,-8.9935,-0.8206
JVASP-22385,LiF6P,148,P,a,0.0443,0.0443,-0.0886,0,0.0163,-0.0195,-0.0506,0.0307,-0.0352,-0.047
JVASP-22386,LiF6As,148,Li,b,0.0076,0.0076,-0.0153,0,0.0029,-0.0033,-0.0087,0.0053,-0.006,-0.0082
JVASP-22386,LiF6As,148,F,f,-9.824,-11.0891,20.9131,0.060493184,3.72,-10.8875,10.8177,-2.437,-9.0636,-1.283
JVASP-22386,LiF6As,148,As,a,0.1464,0.1465,-0.2929,0.000341413,0.0552,-0.0633,-0.1666,0.1025,-0.1156,-0.1577
JVASP-22390,B3V2,63,B,c,0.1176,0.2352,-0.3529,0.333238878,-0.3529,0,0,0.2321,-0.019,0.1208
JVASP-22390,B3V2,63,V,c,-0.0151,-0.683,0.6981,0.956739722,-0.0151,0,0,0.661,-0.2231,-0.646
JVASP-22421,K2AlF5,123,K,e,-1.0349,-0.4781,1.513,0.368,-0.4781,0,0,1.513,0,-1.0349
JVASP-22421,K2AlF5,123,Al,a,-1.2348,-1.2348,2.4697,0,-1.2348,0,0,-1.2348,0,2.4697
JVASP-22421,K2AlF5,123,F,j,-3.2671,-2.214,5.4811,0.192,1.107,4.3741,0,1.107,0,-2.214
JVASP-22421,K2AlF5,123,F,b,-5.0173,-5.0173,10.0346,0,-5.0173,0,0,-5.0173,0,10.0346
JVASP-2244,SeSb2Te2,166,Se,b,-1.6842,-1.6843,3.3685,2.97E-05,-1.4759,0.1238,0.9971,-1.6106,0.5925,3.0865
JVASP-2244,SeSb2Te2,166,Sb,c,0.0264,0.0265,-0.0529,0.001890359,0.0231,-0.0019,-0.0156,0.0253,-0.0093,-0.0485
JVASP-2244,SeSb2Te2,166,Te,c,0.0823,0.0824,-0.1646,0.000607533,0.0721,-0.006,-0.0487,0.0788,-0.0289,-0.1509
JVASP-22446,F6AsRb,148,F,f,-9.5218,-10.7954,20.3172,0.062685803,-4.5407,11.3392,-4.8652,9.8505,-9.2102,-5.3099
JVASP-22446,F6AsRb,148,As,a,0.2368,0.2368,-0.4736,0,0.0075,-0.2624,-0.2037,-0.0634,-0.233,0.0559
JVASP-22446,F6AsRb,148,Rb,b,-0.5424,-0.5426,1.085,0.000184332,-0.017,0.6011,0.4666,0.1453,0.5339,-0.1283
JVASP-22456,Si2Sc2Co,12,Si,i,-0.9963,-1.7505,2.7468,0.27457405,-1.6026,0.4336,-0.6197,0.7565,-1.8167,0.8461
JVASP-22456,Si2Sc2Co,12,Sc,i,0.3029,1.839,-2.1419,0.717167001,1.6336,0.1442,0.8606,0.1332,-0.6044,-1.7667
JVASP-22456,Si2Sc2Co,12,Co,i,-1.6334,-2.4998,4.1332,0.209619665,-1.4301,0.7061,-0.8517,-0.505,-2.9586,1.9352
JVASP-22497,Ca2CoN2,12,Ca,i,0.3785,4.2891,-4.6676,0.837818151,-3.4916,-0.4865,-2.9263,0.8777,1.2108,2.6139
JVASP-22497,Ca2CoN2,12,Co,i,0.2278,3.4139,-3.6417,0.874893594,-0.2268,0.7341,1.1312,2.8137,-1.8264,-2.5868
JVASP-22497,Ca2CoN2,12,N,i,0.0953,1.2121,-1.3074,0.854214471,0.2502,0.0318,-0.3854,-1.3045,-0.0791,1.0544
JVASP-22498,MgSnF6,148,Mg,b,0.1128,0.1128,-0.2256,0,0.0419,-0.0493,-0.1285,0.0786,-0.0894,-0.1205
JVASP-22498,MgSnF6,148,Sn,a,0.5163,0.5163,-1.0326,0,0.1921,-0.2254,-0.5884,0.3596,-0.4091,-0.5518
JVASP-22498,MgSnF6,148,F,f,-5.5419,-7.5682,13.1101,0.154560225,10.7445,6.0439,1.4558,-3.3056,0.6567,-7.4388
JVASP-2250,TbAgTe2,113,Tb,c,0.5567,2.4302,-2.9869,0.627238943,-0.2783,2.7085,0,-0.2783,0,0.5567
JVASP-2250,TbAgTe2,113,Ag,a,-2.1365,-2.1365,4.2731,0,-2.1365,0,0,-2.1365,0,4.2731
JVASP-2250,TbAgTe2,113,Te,e,-0.8603,-14.4659,15.3262,0.887734729,1.3977,13.9285,-3.3603,1.3977,3.3603,-2.7954
JVASP-22514,CoF2,136,Co,a,3.5936,8.0171,-11.6107,0.380984781,-11.6107,0,0,5.8054,2.2117,5.8054
JVASP-22514,CoF2,136,F,f,1.5601,4.8149,-6.3751,0.510548854,1.5601,0,0,-0.7801,5.595,-0.7801
JVASP-22516,FeF2,136,Fe,a,0.4308,1.2176,-1.6484,0.477311332,1.2176,0,0,-0.6088,1.0396,-0.6088
JVASP-22516,FeF2,136,F,f,4.5091,8.0772,-12.5862,0.283493032,4.5091,0,0,-2.2545,10.3317,-2.2545
JVASP-22517,GaS,194,Ga,e,3.6436,3.644,-7.2876,5.49E-05,3.644,-0.0001,0,3.6436,0,-7.2876
JVASP-22517,GaS,194,S,f,2.8925,2.8926,-5.7851,1.73E-05,2.8926,0,0,2.8925,0,-5.7851
JVASP-22518,RbPS3,71,Rb,h,-0.5409,-1.7071,2.248,0.518772242,-1.1349,0.6728,-1.0336,0.975,-1.2153,0.1599
JVASP-22518,RbPS3,71,P,j,1.3316,3.7186,-5.0501,0.472663908,-3.2974,0.5759,-3.1659,2.629,-1.0402,0.6684
JVASP-22518,RbPS3,71,S,g,4.5547,15.945,-20.4997,0.555632521,-13.1695,-2.748,-13.2403,9.754,4.9636,3.4155
JVASP-22518,RbPS3,71,S,m,-8.1916,-10.8605,19.0521,0.140084295,-1.1416,6.5457,12.0676,-5.7173,6.7101,6.8589
JVASP-22519,F6CrMo,148,F,f,-4.4945,-5.9849,10.4795,0.142220526,3.8081,-8.0828,-0.0177,0.6865,0.0174,-4.4945
JVASP-22519,F6CrMo,148,Cr,a,-1.0662,-1.3947,2.4609,0.133487748,2.2725,0.3442,-0.7249,-1.3604,-0.0417,-0.9121
JVASP-22519,F6CrMo,148,Mo,b,0.4884,1.6041,-2.0925,0.533189964,-0.8621,0.4947,1.3265,1.4473,0.0253,-0.5852
JVASP-22520,BeF2,152,Be,a,0.0436,0.0043,-0.048,0.819,-0.0102,-0.0313,0.0219,0.0255,0.0127,-0.0153
JVASP-22520,BeF2,152,F,c,-5.9739,-3.6644,9.6383,0.24,-1.9123,4.2936,-4.9645,1.7901,-4.9483,0.1222
JVASP-22522,BeO,216,Be,a,0,0,0,-1.423,0,0,0,0,0,0
JVASP-22522,BeO,216,O,d,0,0,0,0.343,0,0,0,0,0,0
JVASP-22524,CaCl2,136,Ca,a,-0.7365,-0.084,0.8205,0.795,0.3682,0.4522,0,0.3682,0,-0.7365
JVASP-22524,CaCl2,136,Cl,f,3.1041,1.3082,-4.4123,0.407,-0.6541,3.7582,0,-0.6541,0,1.3082
JVASP-22525,SrClF,129,Sr,c,-0.1753,-0.1753,0.3505,0,-0.1753,0,0,-0.1753,0,0.3505
JVASP-22525,SrClF,129,Cl,c,0.8056,0.8056,-1.6111,0,0.8056,0,0,0.8056,0,-1.6111
JVASP-22525,SrClF,129,F,a,-0.2327,-0.2327,0.4653,0,-0.2327,0,0,-0.2327,0,0.4653
JVASP-22526,SrBrF,129,Sr,c,-1.1077,-1.1077,2.2154,0,-1.1077,0,0,-1.1077,0,2.2154
JVASP-22526,SrBrF,129,Br,c,1.311,1.311,-2.6219,0,1.311,0,0,1.311,0,-2.6219
JVASP-22526,SrBrF,129,F,a,0.0436,0.0436,-0.0872,0,0.0436,0,0,0.0436,0,-0.0872
JVASP-22528,CaCl2,58,Ca,a,0.7196,0.0311,-0.7507,0.917,-0.7507,0,0,0.3326,0.3416,0.4181
JVASP-22528,CaCl2,58,Cl,g,3.1326,1.3112,-4.4439,0.41,1.3112,0,0,-0.7394,-3.7873,-0.5719
JVASP-22529,CaClF,129,Ca,c,-0.2874,-0.2874,0.5748,0,-0.2874,0,0,-0.2874,0,0.5748
JVASP-22529,CaClF,129,Cl,c,1.0021,1.0021,-2.0042,0,1.0021,0,0,1.0021,0,-2.0042
JVASP-22529,CaClF,129,F,a,-0.354,-0.354,0.708,0,-0.354,0,0,-0.354,0,0.708
JVASP-2253,Tm2SO2,164,Tm,d,-1.5005,-1.5014,3.0018,0.00029982,-1.5014,0,0,-1.5005,0,3.0018
JVASP-2253,Tm2SO2,164,S,a,-0.8209,-0.821,1.6419,6.09E-05,-0.821,0,0,-0.8209,0,1.6419
JVASP-2253,Tm2SO2,164,O,d,0.7894,0.7895,-1.5789,6.33E-05,0.7894,0,0,0.7895,0,-1.5789
JVASP-22530,HF2Na,166,H,b,-0.3923,-0.3923,0.7847,0,-0.2606,0.0828,0.3618,-0.3403,0.2274,0.6008
JVASP-22530,HF2Na,166,F,c,-5.0427,-5.0428,10.0854,9.92E-06,-3.349,1.0646,4.6499,-4.3736,2.9225,7.7225
JVASP-22530,HF2Na,166,Na,a,-0.2287,-0.229,0.4576,0.000655594,-0.1521,0.0483,0.211,-0.1984,0.1325,0.3505
JVASP-22531,O2SBi2,58,O,g,-0.4644,-0.9801,1.4445,0.357009346,-0.4644,0,0,-0.3957,-1.037,0.8601
JVASP-22531,O2SBi2,58,S,a,0.6238,1.0501,-1.674,0.254659498,0.6238,0,0,0.2047,-1.2603,-0.8285
JVASP-22531,O2SBi2,58,Bi,g,7.3682,7.7124,-15.0807,0.022823874,7.3682,0,0,6.9903,-3.9923,-14.3585
JVASP-22535,RbLiCl2,63,Rb,c,0.5007,0.8313,-1.332,0.248198198,0.6675,0,-0.5723,0.5007,0,-1.1682
JVASP-22535,RbLiCl2,63,Li,c,0.0143,0.0196,-0.0338,0.156804734,-0.0302,0,0.0127,0.0196,0,0.0106
JVASP-22535,RbLiCl2,63,Cl,a,-1.0173,-2.1973,3.2146,0.367075219,-1.8772,0.5231,1.118,0.1688,1.8273,1.7084
JVASP-22535,RbLiCl2,63,Cl,c,-1.0903,-1.71,2.8004,0.221289816,2.5057,0,-1.0294,-1.71,0,-0.7957
JVASP-22536,KSc2F7,65,K,a,0.5144,1.6572,-2.1715,0.526272162,-2.1715,0,0,1.344,0.5097,0.8276
JVASP-22536,KSc2F7,65,Sc,j,-0.1935,-0.2924,0.4859,0.203539823,0.4859,0,0,-0.2652,-0.0441,-0.2207
JVASP-22536,KSc2F7,65,F,i,-2.3043,-2.8533,5.1576,0.106444858,5.1576,0,0,-2.7028,-0.2449,-2.4548
JVASP-22536,KSc2F7,65,F,q,-0.9854,-2.02,3.0054,0.344247022,-0.9854,0,0,2.7683,1.0655,-1.7829
JVASP-22536,KSc2F7,65,F,c,-0.4359,-6.7334,7.1694,0.878385918,-0.4359,0,0,-2.9227,-6.2015,3.3586
JVASP-22537,CF3Cl,36,C,a,0.7782,0.7895,-1.5677,0.007208012,0.6349,0.35,-0.4669,-0.0101,1.0516,-0.6248
JVASP-22537,CF3Cl,36,F,a,-13.8793,-14.2504,28.1297,0.013192462,27.5203,-3.0262,4.0372,-13.7936,-0.1144,-13.7267
JVASP-22537,CF3Cl,36,F,b,-13.9124,-14.1882,28.1006,0.009814737,-8.7433,-5.1351,-12.8864,-8.8473,12.9518,17.5906
JVASP-22537,CF3Cl,36,Cl,a,-19.385,-20.0644,39.4494,0.017222062,-15.4178,-8.8489,11.8054,-0.0825,-26.658,15.5003
JVASP-22539,F4MgK2,139,F,c,-1.9698,-2.1187,4.0885,0.036419225,-1.9412,-0.477,0.0987,3.5698,-1.6501,-1.6286
JVASP-22539,F4MgK2,139,F,e,-0.9217,-0.9218,1.8435,5.42E-05,-0.7263,0.2126,0.6762,-0.6905,0.7353,1.4168
JVASP-22539,F4MgK2,139,Mg,a,0.0043,0.0046,-0.0089,0.033707865,0.0034,-0.0009,-0.0032,0.0036,-0.0035,-0.007
JVASP-22539,F4MgK2,139,K,e,0.3681,0.3683,-0.7364,0.000271592,0.29,-0.0849,-0.2701,0.276,-0.2937,-0.566
JVASP-22541,H4BrN,215,H,e,-1.3079,-1.3079,2.6157,0,0,1.3079,-1.3079,0,-1.3079,0
JVASP-22541,H4BrN,215,Br,b,0,0,0,-0.535,0,0,0,0,0,0
JVASP-22541,H4BrN,215,N,a,0,0,0,-0.291,0,0,0,0,0,0
JVASP-22542,NaHS,160,Na,a,-0.0278,-0.0273,0.0551,0.01,-0.0273,0,0,-0.0278,0,0.0551
JVASP-22542,NaHS,160,H,a,-1.0114,-1.0113,2.0227,0,-1.0113,0,0,-1.0114,0,2.0227
JVASP-22542,NaHS,160,S,a,-9.1052,-9.1052,18.2104,0,-9.1052,0,0,-9.1052,0,18.2104
JVASP-22543,Al2SrTe4,97,Al,c,-0.0573,-0.3248,0.382,0.70026178,-0.3248,-0.0009,-0.0009,0.1624,0.2196,0.1624
JVASP-22543,Al2SrTe4,97,Sr,a,-0.677,-0.6777,1.3547,0.00051672,1.3547,0.0007,0.0007,-0.6774,0.0003,-0.6774
JVASP-22543,Al2SrTe4,97,Te,j,7.103,17.4169,-24.5198,0.420635568,17.0468,-3.9221,0.0034,-24.1497,-0.0025,7.103
JVASP-22545,LiSe2Y,141,Li,b,-0.0161,-0.0165,0.0326,0.012269939,-0.0161,0.0001,0,0.0162,0.0231,-0.0001
JVASP-22545,LiSe2Y,141,Se,e,0.1644,0.4707,-0.6351,0.482286254,-0.0819,-0.3213,0.4498,0.0882,0.1144,-0.0063
JVASP-22545,LiSe2Y,141,Y,a,0.7332,0.7341,-1.4674,0.00061333,0.7333,0,0.0002,-0.736,-1.0369,0.0027
JVASP-22547,BaGa2Te4,97,Ba,a,-1.4721,-1.4721,2.9442,0,2.9442,0.0086,0.0086,-1.4721,0,-1.4721
JVASP-22547,BaGa2Te4,97,Ga,c,-0.1134,-0.6519,0.7652,0.703737585,-0.6518,-0.0044,-0.0044,0.3259,0.4393,0.3259
JVASP-22547,BaGa2Te4,97,Te,j,12.3879,24.9901,-37.3781,0.337154644,24.9899,0.0849,0.0365,-37.378,0.014,12.388
JVASP-22548,NO3Rb,167,N,a,0.153,0.153,-0.306,0,0,0.153,0.153,0,-0.153,0
JVASP-22548,NO3Rb,167,O,e,-1.4696,-20.151,21.6206,0.864055577,7.0554,14.5651,-6.1788,7.0555,6.1788,-14.1109
