jid,site_idx,element,stabilizer_order,invariant_subspace_dim,is_symmetry_enforced_zero,frob_norm,category
JVASP-35994,1,Bi,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14278,0,Li,6,1,False,0.33558307466259385,numerical_near_zero_unforced
JVASP-34262,0,K,6,1,False,0.08328265125462805,numerical_near_zero_unforced
JVASP-34262,1,K,6,1,False,0.08328265125462805,numerical_near_zero_unforced
JVASP-34262,2,K,6,1,False,0.08328265125462805,numerical_near_zero_unforced
JVASP-34262,3,K,6,1,False,0.08328265125462805,numerical_near_zero_unforced
JVASP-34262,4,C,24,0,True,0.0,symmetry_forced_exact_zero
JVASP-18952,6,Si,24,0,True,0.0,symmetry_forced_exact_zero
JVASP-18952,7,Si,24,0,True,0.0,symmetry_forced_exact_zero
JVASP-36515,3,Sb,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-36515,4,As,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-182,4,Si,6,1,False,0.5609331510973478,numerical_near_zero_unforced
JVASP-182,5,Si,6,1,False,0.5609331510973478,numerical_near_zero_unforced
JVASP-182,8,C,6,1,False,0.19595917942265426,numerical_near_zero_unforced
JVASP-182,9,C,6,1,False,0.19595917942265426,numerical_near_zero_unforced
JVASP-182,10,C,6,1,False,0.5315392741839496,numerical_near_zero_unforced
JVASP-182,11,C,6,1,False,0.5315392741839496,numerical_near_zero_unforced
JVASP-2544,3,K,6,1,False,0.13799516899756553,numerical_near_zero_unforced
JVASP-35663,3,Al,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-35663,4,N,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-32189,8,N,4,1,False,0.4166581332459502,numerical_near_zero_unforced
JVASP-32189,9,N,4,1,False,0.4166581332459502,numerical_near_zero_unforced
JVASP-18643,3,Pb,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-35326,4,Te,8,1,False,0.9993918150555366,numerical_near_zero_unforced
JVASP-35326,5,Te,8,1,False,0.9993918150555366,numerical_near_zero_unforced
JVASP-19909,0,Zn,48,0,True,0.00848528137423857,symmetry_forced_near_zero
JVASP-19909,1,Te,48,0,True,0.0008164965809277261,symmetry_forced_near_zero
JVASP-10197,6,Ca,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-10197,7,Ca,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-10197,8,Sn,48,0,True,0.002,symmetry_forced_near_zero
JVASP-10197,9,Sn,48,0,True,0.002,symmetry_forced_near_zero
JVASP-1104,0,Te,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-1104,1,Pb,48,0,True,0.0025819888974716113,symmetry_forced_near_zero
JVASP-1113,0,S,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-1113,1,Pb,48,0,True,0.002,symmetry_forced_near_zero
JVASP-1116,0,Se,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-1116,1,Pb,48,0,True,0.003829708431025353,symmetry_forced_near_zero
JVASP-1118,6,O,8,1,False,0.6997375698550611,numerical_near_zero_unforced
JVASP-1118,7,O,8,1,False,0.6997375698550611,numerical_near_zero_unforced
JVASP-1128,0,K,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-1128,1,Ta,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-1155,0,Ge,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-1155,1,Ge,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-1155,2,Ge,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-1155,3,Ge,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-1155,4,Te,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-1155,5,Te,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-1155,6,Te,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-1155,7,Te,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-1174,0,Ga,24,0,True,0.002,symmetry_forced_near_zero
JVASP-1174,1,As,24,0,True,0.0,symmetry_forced_exact_zero
JVASP-1180,2,N,6,1,False,0.5535846818689982,numerical_near_zero_unforced
JVASP-1180,3,N,6,1,False,0.5535846818689982,numerical_near_zero_unforced
JVASP-11946,0,Co,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-11946,1,Ni,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-11947,0,Co,16,1,False,0.8279275330607142,numerical_near_zero_unforced
JVASP-11947,1,Co,16,1,False,0.8279275330607142,numerical_near_zero_unforced
JVASP-11947,2,Co,16,1,False,0.8279275330607142,numerical_near_zero_unforced
JVASP-11947,3,Ni,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-11948,0,Nb,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-11948,1,Co,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-11949,0,Mg,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-11949,1,Ni,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-1195,2,O,6,1,False,0.7781225267698312,numerical_near_zero_unforced
JVASP-1195,3,O,6,1,False,0.7781225267698312,numerical_near_zero_unforced
JVASP-11987,0,Mg,16,1,False,0.5364382536695159,numerical_near_zero_unforced
JVASP-11987,1,Mg,16,1,False,0.5364382536695159,numerical_near_zero_unforced
JVASP-11987,2,Mg,16,1,False,0.5364382536695159,numerical_near_zero_unforced
JVASP-11987,3,Al,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-11995,3,Ni,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-1201,0,Cl,24,0,True,0.0,symmetry_forced_exact_zero
JVASP-1201,1,Cu,24,0,True,0.0324037034920393,symmetry_forced_near_zero
JVASP-1248,0,Be,24,0,True,0.01489966442575134,symmetry_forced_near_zero
JVASP-1248,1,Te,24,0,True,0.001414213562373095,symmetry_forced_near_zero
JVASP-1267,0,Te,48,0,True,0.0008164965809277261,symmetry_forced_near_zero
JVASP-1267,1,Ba,48,0,True,0.0031622776601683794,symmetry_forced_near_zero
JVASP-1273,0,Mg,6,1,False,0.5242594777397925,numerical_near_zero_unforced
JVASP-1273,1,Mg,6,1,False,0.5242594777397925,numerical_near_zero_unforced
JVASP-1276,0,S,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-1276,1,Sr,48,0,True,0.0025819888974716113,symmetry_forced_near_zero
JVASP-1291,0,O,48,0,True,0.00282842712474619,symmetry_forced_near_zero
JVASP-1291,1,Yb,48,0,True,0.005099019513592784,symmetry_forced_near_zero
JVASP-1294,0,Se,48,0,True,0.002,symmetry_forced_near_zero
JVASP-1294,1,Ba,48,0,True,0.004320493798938573,symmetry_forced_near_zero
JVASP-1300,0,Mg,48,0,True,0.00916515138991168,symmetry_forced_near_zero
JVASP-1300,1,S,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-1309,0,Ca,48,0,True,0.00282842712474619,symmetry_forced_near_zero
JVASP-1309,1,Se,48,0,True,0.002,symmetry_forced_near_zero
JVASP-1315,0,S,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-1315,1,Ba,48,0,True,0.002,symmetry_forced_near_zero
JVASP-1318,0,Ca,48,0,True,0.00282842712474619,symmetry_forced_near_zero
JVASP-1318,1,Te,48,0,True,0.0008164965809277261,symmetry_forced_near_zero
JVASP-1324,0,Pr,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-1324,1,Mg,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-1327,0,Al,24,0,True,0.0,symmetry_forced_exact_zero
JVASP-1327,1,P,24,0,True,0.0,symmetry_forced_exact_zero
JVASP-1345,0,Te,48,0,True,0.001414213562373095,symmetry_forced_near_zero
JVASP-1345,1,Yb,48,0,True,0.008717797887081347,symmetry_forced_near_zero
JVASP-1351,0,S,48,0,True,0.001414213562373095,symmetry_forced_near_zero
JVASP-1351,1,Yb,48,0,True,0.014165686240583853,symmetry_forced_near_zero
JVASP-1354,0,Tb,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-1354,1,Cu,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-1357,0,Sr,48,0,True,0.003559026084010437,symmetry_forced_near_zero
JVASP-1357,1,Te,48,0,True,0.002,symmetry_forced_near_zero
JVASP-1369,0,N,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-1369,1,Y,48,0,True,0.0066332495807108,symmetry_forced_near_zero
JVASP-13754,0,Li,12,1,False,0.11392102527628514,numerical_near_zero_unforced
JVASP-1384,0,Li,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-1384,1,Pb,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-13919,0,Li,12,1,False,0.5621583406834768,numerical_near_zero_unforced
JVASP-13950,0,Be,4,2,False,0.19439650202614242,numerical_near_zero_unforced
JVASP-13950,1,Be,4,2,False,0.19439650202614242,numerical_near_zero_unforced
JVASP-1405,0,O,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-1405,1,Ca,48,0,True,0.001414213562373095,symmetry_forced_near_zero
JVASP-14093,0,In,8,2,False,0.6252567472646737,numerical_near_zero_unforced
JVASP-14093,1,In,8,2,False,0.6252567472646737,numerical_near_zero_unforced
JVASP-14093,2,Sb,8,2,False,0.035972211497209895,numerical_near_zero_unforced
JVASP-14093,3,Sb,8,2,False,0.035972211497209895,numerical_near_zero_unforced
JVASP-1411,0,Li,4,3,False,0.4374197069177382,numerical_near_zero_unforced
JVASP-14146,3,Ag,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14196,0,Li,4,2,False,0.8679965437719208,numerical_near_zero_unforced
JVASP-14196,1,Li,4,2,False,0.8679965437719208,numerical_near_zero_unforced
JVASP-14240,0,Mg,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14493,0,Mg,16,1,False,0.9038617150869928,numerical_near_zero_unforced
JVASP-14498,0,Be,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14498,1,Cu,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14501,0,Nd,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14506,6,Pt,24,0,True,0.0,symmetry_forced_exact_zero
JVASP-14506,7,Pt,24,0,True,0.0,symmetry_forced_exact_zero
JVASP-14512,0,Tm,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14513,6,Hg,24,0,True,0.0,symmetry_forced_exact_zero
JVASP-14513,7,Hg,24,0,True,0.0,symmetry_forced_exact_zero
JVASP-14523,0,Np,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14524,0,Ga,24,0,True,0.0,symmetry_forced_exact_zero
JVASP-14524,1,Ga,24,0,True,0.0,symmetry_forced_exact_zero
JVASP-14526,0,Er,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14526,1,Rh,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14534,0,Y,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14537,0,Y,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14540,3,Al,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14545,0,S,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14545,1,U,48,0,True,0.01131370849898476,symmetry_forced_near_zero
JVASP-14547,0,Li,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14547,1,Ag,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14555,0,Dy,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14555,1,Hg,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14557,0,Nb,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14560,0,Yb,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14560,1,In,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14563,0,Dy,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14565,0,Er,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14565,1,Hg,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14568,0,Sm,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14568,1,Ag,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14573,0,C,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14573,1,U,48,0,True,0.014352700094407322,symmetry_forced_near_zero
JVASP-14574,0,Se,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14574,1,Er,48,0,True,0.010295630140987,symmetry_forced_near_zero
JVASP-14576,0,S,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14576,1,Pr,48,0,True,0.005099019513592785,symmetry_forced_near_zero
JVASP-14581,0,Tm,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14581,1,Cd,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14582,0,Th,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14584,0,Cr,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14587,0,Hf,48,0,True,0.00959166304662544,symmetry_forced_near_zero
JVASP-14588,0,Ir,48,0,True,0.004760952285695234,symmetry_forced_near_zero
JVASP-14593,0,Pu,48,0,True,0.023366642891095846,symmetry_forced_near_zero
JVASP-14594,0,U,48,0,True,0.022494443758403985,symmetry_forced_near_zero
JVASP-14600,0,Pu,48,0,True,0.02065591117977289,symmetry_forced_near_zero
JVASP-14608,0,Na,48,0,True,0.011075498483890766,symmetry_forced_near_zero
JVASP-14614,0,Sb,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14619,0,Fe,48,0,True,0.007118052168020874,symmetry_forced_near_zero
JVASP-14625,0,Cr,24,0,True,0.0,symmetry_forced_exact_zero
JVASP-14625,1,Cr,24,0,True,0.0,symmetry_forced_exact_zero
JVASP-14629,0,Ca,1,5,False,0.6483599823143519,numerical_near_zero_unforced
JVASP-14629,1,Ca,1,5,False,0.6483599823143519,numerical_near_zero_unforced
JVASP-14629,2,Ca,1,5,False,0.6483599823143519,numerical_near_zero_unforced
JVASP-14629,3,Ca,1,5,False,0.6483599823143519,numerical_near_zero_unforced
JVASP-14629,4,Ca,1,5,False,0.6483599823143519,numerical_near_zero_unforced
JVASP-14629,5,Ca,1,5,False,0.6483599823143519,numerical_near_zero_unforced
JVASP-14629,6,Ca,1,5,False,0.6483599823143519,numerical_near_zero_unforced
JVASP-14629,7,Ca,1,5,False,0.6483599823143519,numerical_near_zero_unforced
JVASP-14636,0,Si,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14637,0,C,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14637,1,Pu,48,0,True,0.012083045973594572,symmetry_forced_near_zero
JVASP-14639,0,Al,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14639,1,Co,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14640,0,Ce,48,0,True,0.004,symmetry_forced_near_zero
JVASP-14641,0,Ti,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14641,1,Os,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14643,0,As,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14643,1,Ho,48,0,True,0.009486832980505138,symmetry_forced_near_zero
JVASP-14645,0,Yb,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14659,0,Sc,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14659,1,Al,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14665,0,Te,48,0,True,0.001414213562373095,symmetry_forced_near_zero
JVASP-14665,1,Sm,48,0,True,0.006,symmetry_forced_near_zero
JVASP-14666,0,N,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14666,1,Pr,48,0,True,0.004898979485566357,symmetry_forced_near_zero
JVASP-14668,0,Tm,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14668,1,Pd,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14673,4,O,24,0,True,0.0,symmetry_forced_exact_zero
JVASP-14673,5,O,24,0,True,0.0,symmetry_forced_exact_zero
JVASP-14674,0,Sm,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14676,0,Al,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14676,1,Rh,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14677,0,Sc,16,1,False,0.1537985695642193,numerical_near_zero_unforced
JVASP-14684,0,Se,24,0,True,0.0,symmetry_forced_exact_zero
JVASP-14684,1,Ag,24,0,True,0.0,symmetry_forced_exact_zero
JVASP-14687,0,Er,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14703,6,Os,24,0,True,0.0,symmetry_forced_exact_zero
JVASP-14703,7,Os,24,0,True,0.0,symmetry_forced_exact_zero
JVASP-14704,0,Mn,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14704,1,Rh,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14705,0,Yb,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14706,0,Zr,48,0,True,0.00894427190999916,symmetry_forced_near_zero
JVASP-14716,0,Th,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14727,0,B,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14727,1,Zr,48,0,True,0.00282842712474619,symmetry_forced_near_zero
JVASP-14729,0,Ca,48,0,True,0.002,symmetry_forced_near_zero
JVASP-14730,0,Pr,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14730,1,Zn,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14736,1,Ga,12,1,False,0.9087783007972846,numerical_near_zero_unforced
JVASP-14736,2,Ga,12,1,False,0.9087783007972846,numerical_near_zero_unforced
JVASP-14738,0,Sc,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14741,0,N,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14741,1,Ti,48,0,True,0.0058309518948452994,symmetry_forced_near_zero
JVASP-14750,0,Ta,48,0,True,0.03349626844888845,symmetry_forced_near_zero
JVASP-14756,0,Sb,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14756,1,U,48,0,True,0.01544884030167529,symmetry_forced_near_zero
JVASP-14760,0,Ca,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14761,0,Ba,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14761,1,Cd,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14763,3,Fe,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14763,4,N,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14769,6,Sb,24,0,True,0.0,symmetry_forced_exact_zero
JVASP-14769,7,Sb,24,0,True,0.0,symmetry_forced_exact_zero
JVASP-14771,6,Ir,24,0,True,0.0,symmetry_forced_exact_zero
JVASP-14771,7,Ir,24,0,True,0.0,symmetry_forced_exact_zero
JVASP-14775,0,Sc,48,0,True,0.004242640687119285,symmetry_forced_near_zero
JVASP-14775,1,Sb,48,0,True,0.001414213562373095,symmetry_forced_near_zero
JVASP-14789,0,Te,48,0,True,0.0008164965809277261,symmetry_forced_near_zero
JVASP-14789,1,Nd,48,0,True,0.005099019513592785,symmetry_forced_near_zero
JVASP-14790,0,Ti,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14790,1,Ni,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14794,0,C,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14794,1,Cr,48,0,True,0.00648074069840786,symmetry_forced_near_zero
JVASP-14802,0,Ni,12,1,False,0.804665147747807,numerical_near_zero_unforced
JVASP-14802,1,Ni,12,1,False,0.804665147747807,numerical_near_zero_unforced
JVASP-14804,0,As,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14804,1,Yb,48,0,True,0.006164414002968977,symmetry_forced_near_zero
JVASP-14805,0,P,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14805,1,Pr,48,0,True,0.007118052168020874,symmetry_forced_near_zero
JVASP-14808,0,Pr,48,0,True,0.004898979485566357,symmetry_forced_near_zero
JVASP-14814,0,Yb,48,0,True,0.007659416862050705,symmetry_forced_near_zero
JVASP-14816,0,Ti,48,0,True,0.00447213595499958,symmetry_forced_near_zero
JVASP-14834,0,Pr,48,0,True,0.005099019513592784,symmetry_forced_near_zero
JVASP-14836,0,Y,48,0,True,0.005099019513592784,symmetry_forced_near_zero
JVASP-14837,0,V,48,0,True,0.008041558721209879,symmetry_forced_near_zero
JVASP-14846,0,Ca,16,1,False,0.6307455905513728,numerical_near_zero_unforced
JVASP-14850,0,U,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14850,1,Sb,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14854,0,Ce,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14854,1,Cd,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14855,0,Re,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14856,0,Y,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14856,1,Rh,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14858,0,Ho,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14862,0,Ca,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14862,1,Pd,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14863,0,Zr,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14863,1,Ru,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14864,0,Y,48,0,True,0.002449489742783178,symmetry_forced_near_zero
JVASP-14864,1,Sb,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14873,0,Sr,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14939,3,Hg,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14943,0,Te,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14943,1,Pr,48,0,True,0.004242640687119285,symmetry_forced_near_zero
JVASP-14948,0,Yb,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14948,1,Hg,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14951,0,As,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14951,1,Pu,48,0,True,0.010488088481701515,symmetry_forced_near_zero
JVASP-14958,0,S,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14958,1,Se,48,0,True,0.0008164965809277261,symmetry_forced_near_zero
JVASP-14963,0,Np,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14964,3,Rh,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14971,0,Al,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14972,0,N,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14972,1,Np,48,0,True,0.03001110905425967,symmetry_forced_near_zero
JVASP-14975,0,N,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14975,1,Nd,48,0,True,0.007483314773547883,symmetry_forced_near_zero
JVASP-14987,0,As,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14987,1,Dy,48,0,True,0.0037416573867739417,symmetry_forced_near_zero
JVASP-14991,0,Se,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14991,1,Y,48,0,True,0.0037416573867739417,symmetry_forced_near_zero
JVASP-14993,0,As,48,0,True,0.0008164965809277261,symmetry_forced_near_zero
JVASP-14993,1,Tb,48,0,True,0.013114877048604,symmetry_forced_near_zero
JVASP-14994,0,Cd,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14994,1,Ag,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-14996,0,Co,12,1,False,0.09798979538707078,numerical_near_zero_unforced
JVASP-14996,1,Co,12,1,False,0.09798979538707078,numerical_near_zero_unforced
JVASP-15003,6,Pt,24,0,True,0.0,symmetry_forced_exact_zero
JVASP-15003,7,Pt,24,0,True,0.0,symmetry_forced_exact_zero
JVASP-15004,0,O,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15004,1,Ti,48,0,True,0.006480740698407861,symmetry_forced_near_zero
JVASP-15008,6,Ga,24,0,True,0.0,symmetry_forced_exact_zero
JVASP-15008,7,Ga,24,0,True,0.0,symmetry_forced_exact_zero
JVASP-15012,0,Sc,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15014,0,La,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15017,0,Ho,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15027,0,Er,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15027,1,Ir,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15031,0,Sb,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15031,1,Tb,48,0,True,0.0069282032302755096,symmetry_forced_near_zero
JVASP-15033,0,Te,24,0,True,0.0,symmetry_forced_exact_zero
JVASP-15033,1,Hg,24,0,True,0.002,symmetry_forced_near_zero
JVASP-15036,0,O,48,0,True,0.001414213562373095,symmetry_forced_near_zero
JVASP-15036,1,Pa,48,0,True,0.01503329637837291,symmetry_forced_near_zero
JVASP-15041,0,C,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15041,1,Mo,48,0,True,0.0116619037896906,symmetry_forced_near_zero
JVASP-15046,6,Au,24,0,True,0.0,symmetry_forced_exact_zero
JVASP-15046,7,Au,24,0,True,0.0,symmetry_forced_exact_zero
JVASP-15047,0,Cd,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15047,1,Au,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15056,0,Ho,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15056,1,Ag,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15058,0,Sc,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15058,1,Pd,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15060,0,C,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15060,1,Zr,48,0,True,0.008,symmetry_forced_near_zero
JVASP-15063,0,U,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15064,0,Hf,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15064,1,Ru,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15066,0,P,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15066,1,Sc,48,0,True,0.0034641016151377548,symmetry_forced_near_zero
JVASP-15072,0,P,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15072,1,Nd,48,0,True,0.0031622776601683794,symmetry_forced_near_zero
JVASP-15073,0,Er,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15075,0,N,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15075,1,Hf,48,0,True,0.013266499161421601,symmetry_forced_near_zero
JVASP-15086,0,N,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15086,1,Sc,48,0,True,0.0034641016151377548,symmetry_forced_near_zero
JVASP-15103,0,Tb,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15103,1,Ba,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15104,3,Zn,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15104,4,C,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15120,3,Ga,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15120,4,N,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15141,0,Lu,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15141,1,B,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15156,0,Dy,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15156,1,B,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15203,0,Sm,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15203,1,B,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15259,0,Lu,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15259,1,B,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15277,0,Ca,12,1,False,0.011575836902790225,numerical_near_zero_unforced
JVASP-15278,0,Tb,48,0,True,0.0,symmetry_forced_exact_zero
JVASP-15278,1,B,48,0,True,0.0,symmetry_forced_exact_zero
