jid,site_idx,element,frob_norm,cartesian_max,principal_max,difference,strict_underestimation,tol_filtered_underestimation,ratio
JVASP-36501,3,Bi,0.0,0.0,0.0,0.0,False,False,1.0
JVASP-36501,4,N,0.0,0.0,0.0,0.0,False,False,1.0
JVASP-601,0,Te,29.468586359036635,24.061,24.061,0.0,False,False,1.0
JVASP-601,1,Te,29.468586359036635,24.061,24.061,0.0,False,False,1.0
JVASP-601,2,Rh,21.315459788613524,17.404,17.404,0.0,False,False,1.0
JVASP-35087,0,Tb,42.49460373584706,34.696666666666665,34.69669589809952,2.9231432854714967e-05,True,False,1.0000008424853355
JVASP-35087,1,Tb,42.49460373584706,34.696666666666665,34.69669589809952,2.9231432854714967e-05,True,False,1.0000008424853355
JVASP-35087,2,Cu,41.06324770399925,33.528,33.528,0.0,False,False,1.0
JVASP-35087,3,Cu,41.06324770399925,33.528,33.528,0.0,False,False,1.0
JVASP-35087,4,Sn,30.4091914394316,24.829,24.829,0.0,False,False,1.0
JVASP-35087,5,Sn,30.4091914394316,24.829,24.829,0.0,False,False,1.0
JVASP-15019,0,O,0.002449489742783178,0.001,0.0018793852415718163,0.0008793852415718163,True,False,1.8793852415718162
JVASP-15019,1,Nb,0.008717797887081347,0.005,0.006729170085979503,0.0017291700859795025,True,True,1.3458340171959005
JVASP-5644,0,Ge,39.67709749969118,25.58,29.164458101001472,3.5844581010014736,True,True,1.1401273690774618
JVASP-5644,1,Ge,39.67709749969118,25.58,29.164458101001472,3.5844581010014736,True,True,1.1401273690774618
JVASP-5644,2,Ge,39.67709749969118,25.58,29.164458101001472,3.5844581010014736,True,True,1.1401273690774618
JVASP-5644,3,Ge,39.67709749969118,25.58,29.164458101001472,3.5844581010014736,True,True,1.1401273690774618
JVASP-5644,4,Ge,58.85848519967193,34.344,46.97883188585953,12.634831885859526,True,True,1.3678905161268207
JVASP-5644,5,Ge,58.85848519967193,34.344,46.97883188585953,12.634831885859526,True,True,1.3678905161268207
JVASP-5644,6,Ge,58.85848519967193,34.344,46.97883188585953,12.634831885859526,True,True,1.3678905161268207
JVASP-5644,7,Ge,58.85848519967193,34.344,46.97883188585953,12.634831885859526,True,True,1.3678905161268207
JVASP-5644,8,As,142.768791001395,81.253,112.52859586510927,31.275595865109267,True,True,1.384916198357098
JVASP-5644,9,As,142.768791001395,81.253,112.52859586510927,31.275595865109267,True,True,1.384916198357098
JVASP-5644,10,As,142.768791001395,81.253,112.52859586510927,31.275595865109267,True,True,1.384916198357098
JVASP-5644,11,As,142.768791001395,81.253,112.52859586510927,31.275595865109267,True,True,1.384916198357098
JVASP-5644,12,As,142.768791001395,81.253,112.52859586510927,31.275595865109267,True,True,1.384916198357098
JVASP-5644,13,As,142.768791001395,81.253,112.52859586510927,31.275595865109267,True,True,1.384916198357098
JVASP-5644,14,As,142.768791001395,81.253,112.52859586510927,31.275595865109267,True,True,1.384916198357098
JVASP-5644,15,As,142.768791001395,81.253,112.52859586510927,31.275595865109267,True,True,1.384916198357098
JVASP-5644,16,Se,449.40123320258033,271.198,362.2962077040072,91.09820770400722,True,True,1.3359103227310203
JVASP-5644,17,Se,449.40123320258033,271.198,362.2962077040072,91.09820770400722,True,True,1.3359103227310203
JVASP-5644,18,Se,449.40123320258033,271.198,362.2962077040072,91.09820770400722,True,True,1.3359103227310203
JVASP-5644,19,Se,449.40123320258033,271.198,362.2962077040072,91.09820770400722,True,True,1.3359103227310203
JVASP-5644,20,Se,449.40123320258033,271.198,362.2962077040072,91.09820770400722,True,True,1.3359103227310203
JVASP-5644,21,Se,449.40123320258033,271.198,362.2962077040072,91.09820770400722,True,True,1.3359103227310203
JVASP-5644,22,Se,449.40123320258033,271.198,362.2962077040072,91.09820770400722,True,True,1.3359103227310203
JVASP-5644,23,Se,449.40123320258033,271.198,362.2962077040072,91.09820770400722,True,True,1.3359103227310203
JVASP-17909,0,Li,0.5250073015365279,0.42866666666666664,0.42866666666666664,0.0,False,False,1.0
JVASP-17909,1,Li,0.5250073015365279,0.42866666666666664,0.42866666666666664,0.0,False,False,1.0
JVASP-17909,2,Mn,13.786544768964653,11.256666666666666,11.256666666666666,0.0,False,False,1.0
JVASP-17909,3,Mn,13.786544768964653,11.256666666666666,11.256666666666666,0.0,False,False,1.0
JVASP-17909,4,As,30.544320595925303,24.939333333333334,24.939333333333334,0.0,False,False,1.0
JVASP-17909,5,As,30.544320595925303,24.939333333333334,24.939333333333334,0.0,False,False,1.0
JVASP-25903,0,K,9.3788308439805,5.816,7.657783302174148,1.8417833021741483,True,True,1.3166752582830379
JVASP-25903,1,K,9.3788308439805,5.816,7.657783302174148,1.8417833021741483,True,True,1.3166752582830379
JVASP-25903,2,Ni,26.426353664476675,16.389,21.57702735238461,5.188027352384612,True,True,1.3165554550237728
JVASP-25903,3,F,142.77912311679182,102.38,116.54764419870708,14.16764419870708,True,True,1.1383829282936813
JVASP-25903,4,F,142.77959975664126,101.11066666666667,116.54802577034445,15.437359103677778,True,True,1.152677849059886
JVASP-25903,5,F,82.9973892239991,51.472,67.76708452531477,16.29508452531477,True,True,1.3165815302555715
JVASP-25903,6,F,82.9973892239991,51.472,67.76708452531477,16.29508452531477,True,True,1.3165815302555715
JVASP-5032,0,Co,15.534479457001447,11.267,12.366811853792738,1.0998118537927386,True,True,1.097613548752351
JVASP-5032,1,Co,15.533956418118342,11.267,12.36630748109358,1.0993074810935806,True,True,1.097568783269156
JVASP-5032,2,Sn,97.67608563000465,71.352,78.60039956913435,7.2483995691343495,True,True,1.1015864946901888
JVASP-5032,3,Sn,97.67608563000465,71.352,78.60039956913435,7.2483995691343495,True,True,1.1015864946901888
JVASP-5032,4,Sn,106.68889947881175,79.038,79.038,0.0,False,False,1.0
JVASP-5032,5,Sn,106.68889947881175,79.038,79.038,0.0,False,False,1.0
JVASP-5032,6,Dy,96.31345555009435,70.741,78.50954817563333,7.7685481756333274,True,True,1.1098167706935629
JVASP-5032,7,Dy,96.31345555009435,70.741,78.50954817563333,7.7685481756333274,True,True,1.1098167706935629
JVASP-29638,0,Cd,1.8064988236918396,1.475,1.475,0.0,False,False,1.0
JVASP-29638,1,Cd,1.804865830655195,1.4736666666666667,1.4736666666666667,0.0,False,False,1.0
JVASP-29638,2,Cd,1.903661909758838,1.5543333333333333,1.5543333333333333,0.0,False,False,1.0
JVASP-29638,3,Cd,1.8040493341369577,1.473,1.473,0.0,False,False,1.0
JVASP-29638,4,Cd,1.8064988236918396,1.475,1.475,0.0,False,False,1.0
JVASP-29638,5,Cd,1.921624833311643,1.569,1.569,0.0,False,False,1.0
JVASP-29638,6,I,64.95189476835914,53.033,53.033,0.0,False,False,1.0
JVASP-29638,7,I,65.2050087084318,53.23966666666667,53.23966666666667,0.0,False,False,1.0
JVASP-29638,8,I,63.07558562550172,51.501,51.501,0.0,False,False,1.0
JVASP-29638,9,I,62.530982406057454,51.056333333333335,51.056333333333335,0.0,False,False,1.0
JVASP-29638,10,I,66.53263214894378,54.32366666666667,54.32366666666667,0.0,False,False,1.0
JVASP-29638,11,I,63.08783307421488,51.511,51.511,0.0,False,False,1.0
JVASP-29638,12,I,63.20540858186109,51.607,51.607,0.0,False,False,1.0
JVASP-29638,13,I,63.56874956035133,51.90366666666667,51.90366666666667,0.0,False,False,1.0
JVASP-29638,14,I,62.65835587267405,51.160333333333334,51.160333333333334,0.0,False,False,1.0
JVASP-29638,15,I,61.324200459524945,50.071,50.071,0.0,False,False,1.0
JVASP-29638,16,I,65.11029510504976,53.16233333333333,53.16233333333333,0.0,False,False,1.0
JVASP-29638,17,I,63.08293409472961,51.507,51.507,0.0,False,False,1.0
JVASP-308,0,O,3.0694680320863417,2.09,2.5062100858546823,0.41621008585468244,True,True,1.199143581748652
JVASP-308,1,O,3.0688127997647556,2.09,2.5056750388701268,0.4156750388701269,True,True,1.1988875784067592
JVASP-308,2,Ti,52.81290130261734,35.963,43.12155324382989,7.158553243829886,True,True,1.199053283759138
JVASP-13848,0,Yb,61.120892843609546,49.905,49.905,0.0,False,False,1.0
JVASP-13848,1,Yb,61.120892843609546,49.905,49.905,0.0,False,False,1.0
JVASP-13848,2,Se,20.689615124501472,16.893,16.893,0.0,False,False,1.0
JVASP-13848,3,Se,20.689615124501472,16.893,16.893,0.0,False,False,1.0
JVASP-29267,0,C,6.62363133032025,4.111,5.311579796261117,1.2005797962611169,True,True,1.2920408164099044
JVASP-29267,1,Cl,97.41225479373732,67.336,72.48344498832529,5.14744498832529,True,True,1.076444175304819
JVASP-29267,2,Cl,97.41225479373732,67.336,72.48344498832529,5.14744498832529,True,True,1.076444175304819
JVASP-29267,3,Cl,14.696987877339582,8.483666666666666,11.027723861720823,2.5440571950541564,True,True,1.2998770808676465
JVASP-29267,4,Cl,14.696987877339582,8.483666666666666,11.027723861720823,2.5440571950541564,True,True,1.2998770808676465
JVASP-29267,5,Cl,15.000535657102382,10.997,11.467713844263113,0.4707138442631127,True,True,1.0428038414352199
JVASP-29267,6,Cl,15.000535657102382,10.997,11.467713844263113,0.4707138442631127,True,True,1.0428038414352199
JVASP-29267,7,Cl,85.3198662680621,59.001,63.32267554450604,4.321675544506043,True,True,1.0732474965594827
JVASP-29267,8,Cl,85.3198662680621,59.001,63.32267554450604,4.321675544506043,True,True,1.0732474965594827
JVASP-29267,9,Sc,28.423778390636244,17.293,23.0488685306284,5.755868530628401,True,True,1.3328438403185336
JVASP-29267,10,Sc,28.423778390636244,17.293,23.0488685306284,5.755868530628401,True,True,1.3328438403185336
JVASP-29267,11,Sc,27.145516830592854,13.905,21.844974918943628,7.939974918943628,True,True,1.5710158158175929
JVASP-29267,12,Sc,27.145516830592854,13.905,21.844974918943628,7.939974918943628,True,True,1.5710158158175929
JVASP-29267,13,Sc,27.291000018321057,18.48,20.31885648109772,1.838856481097718,True,True,1.0995052208386211
JVASP-311,0,Ti,11.188860919086743,9.135666666666665,9.135666666666665,0.0,False,False,1.0
JVASP-311,1,Ti,11.188860919086743,9.135666666666665,9.135666666666665,0.0,False,False,1.0
JVASP-311,2,O,9.995143120536092,8.161,8.161,0.0,False,False,1.0
JVASP-29343,0,In,61.291582945784654,47.685,50.04436788271368,2.359367882713677,True,True,1.0494781982324353
JVASP-29343,1,In,34.3719244442321,26.742,28.06455874296163,1.322558742961629,True,True,1.0494562389859259
JVASP-29343,2,Zn,97.51998139868567,75.871,79.62473137573511,3.7537313757351143,True,True,1.0494751799203268
JVASP-29343,3,S,90.22455227191026,70.19533333333332,73.66803844177682,3.472705108443492,True,True,1.0494720224769476
JVASP-29343,4,S,60.91074788573852,47.389,49.73341738755704,2.344417387557037,True,True,1.0494717632268467
JVASP-29343,5,S,33.29902079641382,25.907,27.188536625527973,1.2815366255279734,True,True,1.049466809183926
JVASP-29343,6,S,107.0389293107886,83.277,87.3969198074881,4.1199198074881025,True,True,1.0494724810870721
JVASP-20516,0,Nb,111.4076924812645,90.964,90.964,0.0,False,False,1.0
JVASP-20516,1,Nb,111.4076924812645,90.964,90.964,0.0,False,False,1.0
JVASP-20516,2,Nb,111.4076924812645,90.964,90.964,0.0,False,False,1.0
JVASP-20516,3,Nb,111.4076924812645,90.964,90.964,0.0,False,False,1.0
JVASP-20516,4,Nb,111.4076924812645,90.964,90.964,0.0,False,False,1.0
JVASP-20516,5,Nb,111.4076924812645,90.964,90.964,0.0,False,False,1.0
JVASP-20516,6,Os,0.0,0.0,0.0,0.0,False,False,1.0
JVASP-20516,7,Os,0.0,0.0,0.0,0.0,False,False,1.0
JVASP-32781,0,Al,37.193654216815,18.651,29.96227822812343,11.311278228123431,True,True,1.6064703355382248
JVASP-32781,1,Al,37.193654216815,18.651,29.96227822812343,11.311278228123431,True,True,1.6064703355382248
JVASP-32781,2,Al,37.193654216815,18.651,29.96227822812343,11.311278228123431,True,True,1.6064703355382248
JVASP-32781,3,Al,37.193654216815,18.651,29.96227822812343,11.311278228123431,True,True,1.6064703355382248
JVASP-32781,4,B,26.977618315929966,12.034,21.17035918804107,9.136359188041068,True,True,1.7592121645372334
JVASP-32781,5,B,26.28272988104546,13.276,20.524436910989145,7.248436910989145,True,True,1.5459804844071365
JVASP-32781,6,B,26.976985969525952,12.034,21.17004829245429,9.136048292454289,True,True,1.7591863297701753
JVASP-32781,7,B,26.977618315929966,12.034,21.17035918804107,9.136359188041068,True,True,1.7592121645372334
JVASP-32781,8,B,26.976985969525952,12.034,21.17004829245429,9.136048292454289,True,True,1.7591863297701753
JVASP-32781,9,B,26.28272988104546,13.276,20.524436910989145,7.248436910989145,True,True,1.5459804844071365
JVASP-32781,10,B,27.84640437590941,15.957333333333334,21.698376447845803,5.741043114512468,True,True,1.3597745935732246
JVASP-32781,11,B,27.84640437590941,15.957333333333334,21.698376447845803,5.741043114512468,True,True,1.3597745935732246
JVASP-32781,12,B,27.84640437590941,15.957333333333334,21.698376447845803,5.741043114512468,True,True,1.3597745935732246
JVASP-32781,13,B,27.84640437590941,15.957333333333334,21.698376447845803,5.741043114512468,True,True,1.3597745935732246
JVASP-32781,14,B,26.28272988104546,13.276,20.524436910989145,7.248436910989145,True,True,1.5459804844071365
JVASP-32781,15,B,26.282893650940842,13.276,20.52465136281635,7.24865136281635,True,True,1.5459966377535665
JVASP-32781,16,H,16.194937933399643,9.503,12.327792217134874,2.824792217134874,True,True,1.2972526799047537
JVASP-32781,17,H,22.861334737936893,14.531,18.6658842400658,4.1348842400658,True,True,1.28455606909819
JVASP-32781,18,H,16.278388863766587,9.065,12.41647000695637,3.3514700069563705,True,True,1.3697153896256338
JVASP-32781,19,H,16.20472042338281,8.774,12.398659106752744,3.6246591067527447,True,True,1.4131136433499822
JVASP-32781,20,H,22.72543244913064,15.318,18.555098130129025,3.2370981301290254,True,True,1.2113264218650623
JVASP-32781,21,H,16.278388863766587,9.065,12.41647000695637,3.3514700069563705,True,True,1.3697153896256338
JVASP-32781,22,H,16.45071177791405,10.385,12.62580234438531,2.24080234438531,True,True,1.2157729749047002
JVASP-32781,23,H,16.194937933399643,9.503,12.327792217134874,2.824792217134874,True,True,1.2972526799047537
JVASP-32781,24,H,16.45071177791405,10.385,12.62580234438531,2.24080234438531,True,True,1.2157729749047002
JVASP-32781,25,H,22.457869133112343,10.676,18.33642452457413,7.660424524574131,True,True,1.717536954343774
JVASP-32781,26,H,22.72617534914311,15.318,18.555706153607865,3.2377061536078653,True,True,1.2113661152636026
JVASP-32781,27,H,22.76928138230688,10.73,18.590533903182745,7.860533903182745,True,True,1.7325753870626974
JVASP-32781,28,H,23.24237398947592,17.342333333333332,18.97707560845368,1.6347422751203489,True,True,1.094263110026737
JVASP-32781,29,H,22.861334737936893,14.531,18.6658842400658,4.1348842400658,True,True,1.28455606909819
JVASP-32781,30,H,22.76646024308566,11.548,18.58765634015116,7.03965634015116,True,True,1.6095996137990267
JVASP-32781,31,H,22.769899004314155,10.73,18.591037269133338,7.8610372691333374,True,True,1.73262229908046
JVASP-32781,32,H,22.76646024308566,11.548,18.58765634015116,7.03965634015116,True,True,1.6095996137990267
JVASP-32781,33,H,22.769899004314155,10.73,18.591037269133338,7.8610372691333374,True,True,1.73262229908046
JVASP-32781,34,H,22.457869133112343,10.676,18.33642452457413,7.660424524574131,True,True,1.717536954343774
JVASP-32781,35,H,22.457869133112343,10.676,18.33642452457413,7.660424524574131,True,True,1.717536954343774
JVASP-32781,36,H,22.861334737936893,14.531,18.6658842400658,4.1348842400658,True,True,1.28455606909819
JVASP-32781,37,H,22.72543244913064,15.318,18.555098130129025,3.2370981301290254,True,True,1.2113264218650623
JVASP-32781,38,H,16.20288628609113,8.773,12.397101676321016,3.6241016763210165,True,True,1.4130971932430203
JVASP-32781,39,H,22.76646024308566,11.548,18.58765634015116,7.03965634015116,True,True,1.6095996137990267
JVASP-32781,40,H,16.450571256545064,10.385,12.62551350671012,2.240513506710121,True,True,1.2157451619364585
JVASP-32781,41,H,15.995156454377055,11.263,12.22225522165092,0.9592552216509205,True,True,1.0851687136332169
JVASP-32781,42,H,15.995156454377055,11.263,12.22225522165092,0.9592552216509205,True,True,1.0851687136332169
JVASP-32781,43,H,22.76646024308566,11.548,18.58765634015116,7.03965634015116,True,True,1.6095996137990267
JVASP-32781,44,H,22.76928138230688,10.73,18.590533903182745,7.860533903182745,True,True,1.7325753870626974
JVASP-32781,45,H,23.24237398947592,17.342333333333332,18.97707560845368,1.6347422751203489,True,True,1.094263110026737
JVASP-32781,46,H,16.278388863766587,9.065,12.41647000695637,3.3514700069563705,True,True,1.3697153896256338
JVASP-32781,47,H,23.24237398947592,17.342333333333332,18.97707560845368,1.6347422751203489,True,True,1.094263110026737
JVASP-32781,48,H,23.24237398947592,17.342333333333332,18.97707560845368,1.6347422751203489,True,True,1.094263110026737
JVASP-32781,49,H,16.20288628609113,8.773,12.397101676321016,3.6241016763210165,True,True,1.4130971932430203
JVASP-32781,50,H,22.457869133112343,10.676,18.33642452457413,7.660424524574131,True,True,1.717536954343774
JVASP-32781,51,H,22.72543244913064,15.318,18.555098130129025,3.2370981301290254,True,True,1.2113264218650623
JVASP-32781,52,H,15.995156454377055,11.263,12.22225522165092,0.9592552216509205,True,True,1.0851687136332169
JVASP-32781,53,H,16.194562420763337,9.503,12.327435838817596,2.824435838817596,True,True,1.2972151782403027
JVASP-32781,54,H,16.450571256545064,10.385,12.62551350671012,2.240513506710121,True,True,1.2157451619364585
JVASP-32781,55,H,16.194562420763337,9.503,12.327435838817596,2.824435838817596,True,True,1.2972151782403027
JVASP-32781,56,H,15.91105339064639,8.156,12.136690490458912,3.9806904904589118,True,True,1.4880689664613673
JVASP-32781,57,H,15.91105339064639,8.156,12.136690490458912,3.9806904904589118,True,True,1.4880689664613673
JVASP-32781,58,H,16.20288628609113,8.773,12.397101676321016,3.6241016763210165,True,True,1.4130971932430203
JVASP-32781,59,H,15.91105339064639,8.156,12.136690490458912,3.9806904904589118,True,True,1.4880689664613673
JVASP-32781,60,H,16.278388863766587,9.065,12.41647000695637,3.3514700069563705,True,True,1.3697153896256338
JVASP-32781,61,H,22.861334737936893,14.531,18.6658842400658,4.1348842400658,True,True,1.28455606909819
JVASP-32781,62,H,15.91105339064639,8.156,12.136690490458912,3.9806904904589118,True,True,1.4880689664613673
JVASP-32781,63,H,15.995156454377055,11.263,12.22225522165092,0.9592552216509205,True,True,1.0851687136332169
JVASP-39122,0,Cu,0.3319668658164547,0.271,0.271,0.0,False,False,1.0
JVASP-39122,1,Mg,0.1186676029925607,0.095,0.095,0.0,False,False,1.0
JVASP-29413,0,Tc,104.14316156138148,54.195,82.93841448574395,28.743414485743948,True,True,1.5303702276177498
JVASP-29413,1,Tc,104.14316156138148,54.195,82.93841448574395,28.743414485743948,True,True,1.5303702276177498
JVASP-29413,2,Tc,104.14316156138148,54.195,82.93841448574395,28.743414485743948,True,True,1.5303702276177498
JVASP-29413,3,Tc,104.14316156138148,54.195,82.93841448574395,28.743414485743948,True,True,1.5303702276177498
JVASP-29413,4,O,61.553621518152774,30.39,48.58799800724708,18.19799800724708,True,True,1.5988153342299138
JVASP-29413,5,O,60.98020554792077,41.613,45.73082967455009,4.117829674550087,True,True,1.0989553667015137
JVASP-29413,6,O,60.98020554792077,41.613,45.73082967455009,4.117829674550087,True,True,1.0989553667015137
JVASP-29413,7,O,44.66437296100775,24.227,33.954429430009725,9.727429430009725,True,True,1.4015119259507873
JVASP-29413,8,O,61.553621518152774,30.39,48.58799800724708,18.19799800724708,True,True,1.5988153342299138
JVASP-29413,9,O,60.98020554792077,41.613,45.73082967455009,4.117829674550087,True,True,1.0989553667015137
JVASP-29413,10,O,61.553621518152774,30.39,48.58799800724708,18.19799800724708,True,True,1.5988153342299138
JVASP-29413,11,O,44.66437296100775,24.227,33.954429430009725,9.727429430009725,True,True,1.4015119259507873
JVASP-29413,12,O,61.553621518152774,30.39,48.58799800724708,18.19799800724708,True,True,1.5988153342299138
JVASP-29413,13,O,44.66437296100775,24.227,33.954429430009725,9.727429430009725,True,True,1.4015119259507873
JVASP-29413,14,O,60.98020554792077,41.613,45.73082967455009,4.117829674550087,True,True,1.0989553667015137
JVASP-29413,15,O,44.66437296100775,24.227,33.954429430009725,9.727429430009725,True,True,1.4015119259507873
JVASP-29413,16,F,135.7643868619455,64.792,99.85854779190026,35.06654779190026,True,True,1.5412172458312796
JVASP-29413,17,F,135.7643868619455,64.792,99.85854779190026,35.06654779190026,True,True,1.5412172458312796
JVASP-29413,18,F,135.7643868619455,64.792,99.85854779190026,35.06654779190026,True,True,1.5412172458312796
JVASP-29413,19,F,135.7643868619455,64.792,99.85854779190026,35.06654779190026,True,True,1.5412172458312796
JVASP-19953,0,Ca,11.631402065099461,9.497,9.497,0.0,False,False,1.0
JVASP-19953,1,Zn,19.389667042009773,13.547,13.868476197986855,0.3214761979868541,True,True,1.0237304346340041
JVASP-19953,2,Zn,19.389667042009773,13.547,13.868476197986855,0.3214761979868541,True,True,1.0237304346340041
JVASP-19953,3,Zn,19.392928195607798,13.872,13.872,0.0,False,False,1.0
JVASP-19953,4,Zn,43.70991976657015,35.689,35.689,0.0,False,False,1.0
JVASP-19953,5,Zn,43.70991976657015,35.689,35.689,0.0,False,False,1.0
JVASP-19676,0,Nb,0.0,0.0,0.0,0.0,False,False,1.0
JVASP-19676,1,Ir,16.872901844871457,13.776666666666666,13.776666666666666,0.0,False,False,1.0
JVASP-19676,2,Ir,16.872901844871457,13.776666666666666,13.776666666666666,0.0,False,False,1.0
JVASP-19676,3,Ir,16.872901844871457,13.776666666666666,13.776666666666666,0.0,False,False,1.0
JVASP-5833,0,As,247.64459100896997,125.183,199.6792014296566,74.49620142965658,True,True,1.5950983873981017
JVASP-5833,1,As,247.64459100896997,125.183,199.6792014296566,74.49620142965658,True,True,1.5950983873981017
JVASP-5833,2,As,247.64459100896997,125.183,199.6792014296566,74.49620142965658,True,True,1.5950983873981017
JVASP-5833,3,As,247.64459100896997,125.183,199.6792014296566,74.49620142965658,True,True,1.5950983873981017
JVASP-5833,4,As,203.07822250551635,110.546,163.5920807109258,53.04608071092581,True,True,1.4798552703030938
JVASP-5833,5,As,203.07822250551635,110.546,163.5920807109258,53.04608071092581,True,True,1.4798552703030938
JVASP-5833,6,As,203.07822250551635,110.546,163.5920807109258,53.04608071092581,True,True,1.4798552703030938
JVASP-5833,7,As,203.07822250551635,110.546,163.5920807109258,53.04608071092581,True,True,1.4798552703030938
JVASP-5833,8,As,267.09351399837476,148.473,208.3471045526856,59.874104552685594,True,True,1.4032659443311954
JVASP-5833,9,As,267.09351399837476,148.473,208.3471045526856,59.874104552685594,True,True,1.4032659443311954
JVASP-5833,10,As,267.09351399837476,148.473,208.3471045526856,59.874104552685594,True,True,1.4032659443311954
JVASP-5833,11,As,267.09351399837476,148.473,208.3471045526856,59.874104552685594,True,True,1.4032659443311954
JVASP-5833,12,As,258.2833012565853,138.18,203.05231812695962,64.87231812695961,True,True,1.4694769006148474
JVASP-5833,13,As,258.2833012565853,138.18,203.05231812695962,64.87231812695961,True,True,1.4694769006148474
JVASP-5833,14,As,258.2833012565853,138.18,203.05231812695962,64.87231812695961,True,True,1.4694769006148474
JVASP-5833,15,As,258.2833012565853,138.18,203.05231812695962,64.87231812695961,True,True,1.4694769006148474
JVASP-5833,16,S,220.98950193617796,128.757,169.97926359872926,41.222263598729256,True,True,1.3201555146417612
JVASP-5833,17,S,220.98950193617796,128.757,169.97926359872926,41.222263598729256,True,True,1.3201555146417612
JVASP-5833,18,S,220.98950193617796,128.757,169.97926359872926,41.222263598729256,True,True,1.3201555146417612
JVASP-5833,19,S,220.98950193617796,128.757,169.97926359872926,41.222263598729256,True,True,1.3201555146417612
JVASP-5833,20,S,237.11855655768488,154.178,184.6657671360104,30.487767136010405,True,True,1.1977439526781408
JVASP-5833,21,S,237.11855655768488,154.178,184.6657671360104,30.487767136010405,True,True,1.1977439526781408
JVASP-5833,22,S,255.2428455817453,156.562,196.8200924985307,40.25809249853069,True,True,1.2571383381569645
JVASP-5833,23,S,255.2428455817453,156.562,196.8200924985307,40.25809249853069,True,True,1.2571383381569645
JVASP-5833,24,S,255.2428455817453,156.562,196.8200924985307,40.25809249853069,True,True,1.2571383381569645
JVASP-5833,25,S,255.2428455817453,156.562,196.8200924985307,40.25809249853069,True,True,1.2571383381569645
JVASP-5833,26,S,249.10887585150394,113.475,192.5406602465356,79.0656602465356,True,True,1.6967672196213757
JVASP-5833,27,S,249.10887585150394,113.475,192.5406602465356,79.0656602465356,True,True,1.6967672196213757
JVASP-5833,28,S,249.10887585150394,113.475,192.5406602465356,79.0656602465356,True,True,1.6967672196213757
JVASP-5833,29,S,249.10887585150394,113.475,192.5406602465356,79.0656602465356,True,True,1.6967672196213757
JVASP-5833,30,S,232.99269830619156,124.423,180.679378694717,56.256378694717,True,True,1.4521380990228254
JVASP-5833,31,S,232.99269830619156,124.423,180.679378694717,56.256378694717,True,True,1.4521380990228254
JVASP-5833,32,S,239.58279819024293,173.97533333333334,183.79066720773707,9.815333874403734,True,True,1.0564179627441652
JVASP-5833,33,S,239.58279819024293,173.97533333333334,183.79066720773707,9.815333874403734,True,True,1.0564179627441652
JVASP-14076,0,Zr,92.04570083387925,75.155,75.155,0.0,False,False,1.0
JVASP-14076,1,Zr,92.04570083387925,75.155,75.155,0.0,False,False,1.0
JVASP-14076,2,Al,38.61253156683721,31.527,31.527,0.0,False,False,1.0
JVASP-14076,3,Al,38.61253156683721,31.527,31.527,0.0,False,False,1.0
JVASP-14076,4,Pt,151.30620615824057,123.541,123.541,0.0,False,False,1.0
JVASP-14076,5,Pt,151.30620615824057,123.541,123.541,0.0,False,False,1.0
JVASP-14076,6,Pt,151.30620615824057,123.541,123.541,0.0,False,False,1.0
JVASP-14076,7,Pt,151.30620615824057,123.541,123.541,0.0,False,False,1.0
JVASP-353,0,Zr,44.637868079318785,36.446666666666665,36.446666666666665,0.0,False,False,1.0
JVASP-353,1,Zr,44.637868079318785,36.446666666666665,36.446666666666665,0.0,False,False,1.0
JVASP-353,2,S,19.951910451549914,16.290666666666667,16.290666666666667,0.0,False,False,1.0
JVASP-353,3,S,19.951910451549914,16.290666666666667,16.290666666666667,0.0,False,False,1.0
JVASP-2889,0,Rb,23.349760983787395,19.065,19.065,0.0,False,False,1.0
JVASP-2889,1,Rb,23.349760983787395,19.065,19.065,0.0,False,False,1.0
JVASP-2889,2,Nb,97.02183923220586,79.218,79.218,0.0,False,False,1.0
JVASP-2889,3,F,63.13007509895739,34.779,46.771532751981084,11.99253275198108,True,True,1.344821091807731
JVASP-2889,4,F,63.13007509895739,34.779,46.771532751981084,11.99253275198108,True,True,1.344821091807731
JVASP-2889,5,F,63.130490208773125,40.16,46.77159784345959,6.611597843459592,True,True,1.1646314204048702
JVASP-2889,6,F,63.13007509895739,34.779,46.771532751981084,11.99253275198108,True,True,1.344821091807731
JVASP-2889,7,F,63.13007509895739,34.779,46.771532751981084,11.99253275198108,True,True,1.344821091807731
JVASP-2889,8,F,63.130490208773125,40.16,46.77159784345959,6.611597843459592,True,True,1.1646314204048702
JVASP-18225,0,Tb,2.2935388958259826,1.8726666666666667,1.8726666666666667,0.0,False,False,1.0
JVASP-18225,1,Tb,2.2935388958259826,1.8726666666666667,1.8726666666666667,0.0,False,False,1.0
JVASP-18225,2,Cu,1.817521389145118,1.484,1.484,0.0,False,False,1.0
JVASP-18225,3,Cu,1.817521389145118,1.484,1.484,0.0,False,False,1.0
JVASP-18225,4,Sb,98.65074990084972,80.548,80.548,0.0,False,False,1.0
JVASP-18225,5,Sb,98.65074990084972,80.548,80.548,0.0,False,False,1.0
JVASP-18225,6,Sb,386.907519328155,315.90866666666665,315.90866666666665,0.0,False,False,1.0
JVASP-18225,7,Sb,386.907519328155,315.90866666666665,315.90866666666665,0.0,False,False,1.0
