jid,site_idx,element,reduced_formula,frobenius_norm,vzz,eta,trace_residual,symmetry_residual
JVASP-2133,2,Hg,HgO,788.6605803297132,-638.618,0.22404629997901715,0.0,0.0
JVASP-2133,0,Hg,HgO,788.6605803297132,-638.618,0.22404629997901715,0.0,0.0
JVASP-2817,8,Ir,IrK4O4,784.9514492922476,640.882,0.016226075939096436,0.0,0.0
JVASP-80026,7,Bi,Bi3Pa,784.5560511786267,640.587,0.0,0.0009999999999763531,0.0
JVASP-80026,4,Bi,Bi3Pa,784.5560511786267,640.587,0.0,0.0009999999999763531,0.0
JVASP-24214,6,Au,Au2P3,784.2519128876894,-640.205,0.03538397856936444,0.0,0.0
JVASP-24214,7,Au,Au2P3,784.2519128876894,-640.205,0.03538397856936444,0.0,0.0
JVASP-78538,3,Bi,BiRb,783.6260615842227,639.828,9.377520208511984e-06,0.0,0.0
JVASP-78538,2,Bi,BiRb,783.6260615842227,639.828,9.377520208511984e-06,0.0,0.0
JVASP-36787,2,Hg,AgHgO2,782.8334069941063,-638.494,0.08036410678878737,1.7763568394002505e-15,0.0
JVASP-36787,3,Hg,AgHgO2,782.8334069941063,-638.494,0.08036410678878737,1.7763568394002505e-15,0.0
JVASP-28445,4,Te,LuTe3,779.6241581140235,-627.301,0.2986891460399393,0.0009999999999195097,0.0
JVASP-28445,5,Te,LuTe3,779.6241581140235,-627.301,0.2986891460399393,0.0009999999999195097,0.0
JVASP-8145,2,Hg,HgO,779.3082398467245,-635.588,0.08211451443387852,0.0009999999999763531,0.0
JVASP-8145,1,Hg,HgO,779.3062203774585,-635.587,0.08211149693118325,0.0010000000000047748,0.0
JVASP-8145,0,Hg,HgO,779.3062203774585,-635.587,0.08211149693118325,0.0010000000000047748,0.0
JVASP-8361,0,W,F5W,778.3060356749137,-610.14,0.5043891565870129,2.842170943040401e-14,0.0
JVASP-3849,4,I,AuI,774.9041903441998,-589.492,0.6752559831176674,0.0009999999999763531,0.0
JVASP-3849,6,I,AuI,774.9041903441998,-589.492,0.6752559831176674,0.0009999999999763531,0.0
JVASP-3849,7,I,AuI,774.9041903441998,-589.492,0.6752559831176674,0.0009999999999763531,0.0
JVASP-3849,5,I,AuI,774.9041903441998,-589.492,0.6752559831176674,0.0009999999999763531,0.0
JVASP-32744,4,Se,Br2PdSe6,773.3297073835972,-625.759,0.2335435846707758,0.0,0.0
JVASP-32744,5,Se,Br2PdSe6,773.3297073835972,-625.759,0.2335435846707758,0.0,0.0
JVASP-18251,5,Pb,Ni3Pb2S2,773.2726812955441,631.375,4.751534349701439e-06,5.684341886080802e-14,0.0
JVASP-69236,3,Bi,BaBi2Ga,772.1469361416906,-630.455,-0.0,0.0009999999999763531,0.0
JVASP-5197,10,I,ISSb,771.3191204942349,606.045,0.48946695377405974,2.842170943040401e-14,0.0
JVASP-5197,9,I,ISSb,771.3191204942349,606.045,0.48946695377405974,2.842170943040401e-14,0.0
JVASP-5197,8,I,ISSb,771.3191204942349,606.045,0.48946695377405974,2.842170943040401e-14,0.0
JVASP-5197,11,I,ISSb,771.3191204942349,606.045,0.48946695377405974,2.842170943040401e-14,0.0
JVASP-36786,3,Hg,AgHgO2,769.6994482835491,-622.363,0.24298520316921152,0.0,0.0
JVASP-32744,1,Se,Br2PdSe6,769.5421775380476,-622.196,0.2437704517547525,1.4210854715202004e-14,0.0
JVASP-32744,2,Se,Br2PdSe6,769.5421775380476,-622.196,0.2437704517547525,1.4210854715202004e-14,0.0
JVASP-54925,1,I,I2Zn,765.8317433366157,-625.299,1.5992349259735793e-06,0.0,0.0
JVASP-54925,2,I,I2Zn,765.8317433366157,-625.299,1.5992349259735793e-06,0.0,0.0
JVASP-29394,2,Xe,F5O4TcXe,765.6658047973673,-615.557,0.30718682429084554,2.842170943040401e-14,0.0
JVASP-29394,3,Xe,F5O4TcXe,765.6658047973673,-615.557,0.30718682429084554,2.842170943040401e-14,0.0
JVASP-84959,2,F,F,763.8277839120543,623.642,0.014024071502560824,0.0,0.0
JVASP-84959,0,F,F,763.8277839120543,623.642,0.014024071502560824,0.0,0.0
JVASP-81840,3,Pb,BaNa2Pb,763.6475507287379,-603.527,0.44945296565025256,2.842170943040401e-14,0.0
JVASP-84860,4,F,F,763.2833342881266,623.194,0.015311443948433352,0.0,0.0
JVASP-84860,6,F,F,763.2833342881266,623.194,0.015311443948433352,0.0,0.0
JVASP-84860,0,F,F,763.2833342881266,623.194,0.015311443948433352,0.0,0.0
JVASP-84860,2,F,F,763.2833342881266,623.194,0.015311443948433352,0.0,0.0
JVASP-48947,1,W,FO2W,763.2773156232275,623.213,0.0004605167093754105,0.0009999999999763531,0.0
JVASP-48947,0,W,FO2W,763.2761854938225,623.213,0.0004573075337003962,0.0,0.0
JVASP-36786,2,Hg,AgHgO2,763.2126121992482,-617.029,0.244790763481133,0.0,0.0
JVASP-84959,1,F,F,762.6783586296388,622.724,0.0012766490451628905,0.0,0.0
JVASP-84959,3,F,F,762.6783586296388,622.724,0.0012766490451628905,0.0,0.0
JVASP-25205,6,F,F,762.6095920194027,622.637,0.017,0.0,0.0
JVASP-25205,4,F,F,762.6095920194027,622.637,0.017,0.0,0.0
JVASP-25205,2,F,F,762.6095920194027,622.637,0.017,0.0,0.0
JVASP-25205,0,F,F,762.6095920194027,622.637,0.017,0.0,0.0
JVASP-21201,2,F,F,762.6089121692717,622.637,0.01736164089188404,0.0,0.0
JVASP-21201,0,F,F,762.6089121692717,622.637,0.01736164089188404,0.0,0.0
JVASP-21201,6,F,F,762.6089121692717,622.637,0.01736164089188404,0.0,0.0
JVASP-21201,4,F,F,762.6089121692717,622.637,0.01736164089188404,0.0,0.0
JVASP-33802,5,I,I2Te,762.3154991806214,-614.929,0.271,0.0009999999999763531,0.0
JVASP-33802,2,I,I2Te,762.3154991806214,-614.929,0.271,0.0009999999999763531,0.0
JVASP-33802,3,I,I2Te,762.3154991806214,-614.929,0.271,0.0009999999999763531,0.0
JVASP-33802,4,I,I2Te,762.3154991806214,-614.929,0.271,0.0009999999999763531,0.0
JVASP-15702,2,Ir,C2IrU2,761.8686194298857,-622.063,1.6075542187469005e-06,5.684341886080802e-14,0.0
JVASP-84860,3,F,F,761.6011947797876,621.845,0.00024925825567460175,0.0,0.0
JVASP-84860,5,F,F,761.6011947797876,621.845,0.00024925825567460175,0.0,0.0
JVASP-84860,7,F,F,761.6011947797876,621.845,0.00024925825567460175,0.0,0.0
JVASP-84860,1,F,F,761.6011947797876,621.845,0.00024925825567460175,0.0,0.0
JVASP-25205,7,F,F,760.7631875965083,621.16,0.0,0.0,0.0
JVASP-25205,3,F,F,760.7631875965083,621.16,0.0,0.0,0.0
JVASP-25205,1,F,F,760.7631875965083,621.16,0.0,0.0,0.0
JVASP-25205,5,F,F,760.7631875965083,621.16,0.0,0.0,0.0
JVASP-21201,3,F,F,760.7322796621687,621.135,0.0003139414137023243,5.684341886080802e-14,0.0
JVASP-21201,5,F,F,760.7322796621687,621.135,0.0003139414137023243,5.684341886080802e-14,0.0
JVASP-21201,7,F,F,760.7322796621687,621.135,0.0003139414137023243,5.684341886080802e-14,0.0
JVASP-21201,1,F,F,760.7322796621687,621.135,0.0003139414137023243,5.684341886080802e-14,0.0
JVASP-84905,1,F,F,760.1384055025769,620.613,0.018887777084914396,0.0,0.0
JVASP-84905,4,F,F,760.1384055025769,620.613,0.018887777084914396,0.0,0.0
JVASP-84905,5,F,F,760.1384055025769,620.613,0.018887777084914396,0.0,0.0
JVASP-84905,3,F,F,760.1384055025769,620.613,0.018887777084914396,0.0,0.0
JVASP-84905,2,F,F,760.1384055025769,620.613,0.018887777084914396,0.0,0.0
JVASP-84905,6,F,F,760.1384055025769,620.613,0.018887777084914396,0.0,0.0
JVASP-84905,0,F,F,760.1384055025769,620.613,0.018887777084914396,0.0,0.0
JVASP-84905,7,F,F,760.1384055025769,620.613,0.018887777084914396,0.0,0.0
JVASP-20071,0,Np,B2Np,759.3797874094358,-620.031,2.0966693600766427e-05,0.0,0.0
JVASP-25102,4,F,F,758.3998099775606,619.186,0.021,0.0,0.0
JVASP-25102,5,F,F,758.3998099775606,619.186,0.021,0.0,0.0
JVASP-25102,6,F,F,758.3998099775606,619.186,0.021,0.0,0.0
JVASP-25102,7,F,F,758.3998099775606,619.186,0.021,0.0,0.0
JVASP-25102,1,F,F,758.3998099775606,619.186,0.021,0.0,0.0
JVASP-25102,2,F,F,758.3998099775606,619.186,0.021,0.0,0.0
JVASP-25102,0,F,F,758.3998099775606,619.186,0.021,0.0,0.0
JVASP-25102,3,F,F,758.3998099775606,619.186,0.021,0.0,0.0
JVASP-33718,3,F,F,758.3783295598575,619.169,0.021,5.684341886080802e-14,0.0
JVASP-33718,0,F,F,758.3783295598575,619.169,0.021,5.684341886080802e-14,0.0
JVASP-33718,1,F,F,758.3783295598575,619.169,0.021,5.684341886080802e-14,0.0
JVASP-33718,2,F,F,758.3783295598575,619.169,0.021,5.684341886080802e-14,0.0
JVASP-33718,6,F,F,758.3783295598575,619.169,0.021,5.684341886080802e-14,0.0
JVASP-33718,7,F,F,758.3783295598575,619.169,0.021,5.684341886080802e-14,0.0
JVASP-33718,5,F,F,758.3783295598575,619.169,0.021,5.684341886080802e-14,0.0
JVASP-33718,4,F,F,758.3783295598575,619.169,0.021,5.684341886080802e-14,0.0
JVASP-25204,3,F,F,758.3486206349953,619.145,0.021,0.0010000000000331966,0.0
JVASP-25204,2,F,F,758.3486206349953,619.145,0.021,0.0010000000000331966,0.0
JVASP-25204,1,F,F,758.3486206349953,619.145,0.021,0.0010000000000331966,0.0
JVASP-25204,0,F,F,758.3486206349953,619.145,0.021,0.0010000000000331966,0.0
JVASP-25204,4,F,F,758.3486206349953,619.145,0.021,0.0010000000000331966,0.0
JVASP-25204,5,F,F,758.3486206349953,619.145,0.021,0.0010000000000331966,0.0
JVASP-25204,7,F,F,758.3486206349953,619.145,0.021,0.0010000000000331966,0.0
JVASP-25204,6,F,F,758.3486206349953,619.145,0.021,0.0010000000000331966,0.0
JVASP-18503,6,U,C2Si2U3,757.6375008333471,618.609,1.7781829879655973e-05,0.00100000000009004,0.0
JVASP-4912,24,Se,K2Se5,757.2685900999725,615.416,0.16810092685273054,0.0,0.0
JVASP-4912,26,Se,K2Se5,757.2685900999725,615.416,0.16810092685273054,0.0,0.0
JVASP-4912,25,Se,K2Se5,757.2685900999725,615.416,0.16810092685273054,0.0,0.0
JVASP-4912,27,Se,K2Se5,757.2685900999725,615.416,0.16810092685273054,0.0,0.0
JVASP-5587,6,U,C2Si2U3,756.8334366186526,617.953,1.4564214430570856e-05,0.0,0.0
JVASP-29404,4,Hg,AsHg3S3Sb,755.877398651395,-614.765,0.15340170634307415,0.0,0.0
JVASP-29404,8,Hg,AsHg3S3Sb,755.877398651395,-614.765,0.15340170634307415,0.0,0.0
JVASP-29404,7,Hg,AsHg3S3Sb,755.877398651395,-614.765,0.15340170634307415,0.0,0.0
JVASP-29404,0,Hg,AsHg3S3Sb,755.877398651395,-614.765,0.15340170634307415,0.0,0.0
JVASP-8168,7,Te,BaTe3,755.7155690747678,610.883,0.2465152901619459,0.0,0.0
JVASP-8168,3,Te,BaTe3,755.7155690747678,610.883,0.2465152901619459,0.0,0.0
JVASP-8168,6,Te,BaTe3,755.7155690747678,610.883,0.2465152901619459,0.0,0.0
JVASP-8168,2,Te,BaTe3,755.7155690747678,610.883,0.2465152901619459,0.0,0.0
JVASP-14152,3,Hg,Hg2Mo2O7,755.6466273867701,-616.021,0.096860334306785,0.0010000000000047748,0.0
JVASP-14152,0,Hg,Hg2Mo2O7,755.6466273867701,-616.021,0.096860334306785,0.0010000000000047748,0.0
JVASP-14152,1,Hg,Hg2Mo2O7,755.6466273867701,-616.021,0.096860334306785,0.0010000000000047748,0.0
JVASP-14152,2,Hg,Hg2Mo2O7,755.6466273867701,-616.021,0.096860334306785,0.0010000000000047748,0.0
JVASP-29404,6,Hg,AsHg3S3Sb,754.2692463397934,-615.802,0.023465334636782582,0.0,0.0
JVASP-29404,1,Hg,AsHg3S3Sb,754.2692463397934,-615.802,0.023465334636782582,0.0,0.0
JVASP-29404,9,Hg,AsHg3S3Sb,754.2692463397934,-615.802,0.023465334636782582,0.0,0.0
JVASP-29404,2,Hg,AsHg3S3Sb,754.2692463397934,-615.802,0.023465334636782582,0.0,0.0
JVASP-4035,6,Ta,I2OTa,754.2110060308056,-614.108,0.12906850260866168,5.684341886080802e-14,0.0
JVASP-4035,7,Ta,I2OTa,754.2110060308056,-614.108,0.12906850260866168,5.684341886080802e-14,0.0
JVASP-69342,3,Bi,BaBi2Ga,753.0605120659295,-614.871,-0.0,0.0009999999999763531,0.0
JVASP-1534,3,Au,AuCrS2,752.9237776109876,-614.76,6.506604203297384e-06,0.0,0.0
JVASP-5329,8,Xe,F2O2Xe,752.5138071464205,-612.75,0.12815830273357812,0.0,0.0
JVASP-5329,9,Xe,F2O2Xe,752.5138071464205,-612.75,0.12815830273357812,0.0,0.0
JVASP-3030,6,Au,AuK2P,751.8047633488363,-612.937,0.09435716884443268,1.4210854715202004e-14,0.0
JVASP-3030,7,Au,AuK2P,751.8047633488363,-612.937,0.09435716884443268,1.4210854715202004e-14,0.0
JVASP-8816,3,Au,Ag3AuS2,746.2023293102213,-609.271,0.00045792430626108313,0.0,0.0
JVASP-18363,2,I,CuI,746.1141807980867,609.199,1.6414997398767836e-06,0.0,0.0
JVASP-10532,5,Hg,Ag2HgS2,745.4561908234448,-608.523,0.036986276607457735,0.0010000000000047748,0.0
JVASP-10532,4,Hg,Ag2HgS2,745.4561908234448,-608.523,0.036986276607457735,0.0010000000000047748,0.0
JVASP-69078,3,Pb,BaPb2Sc,743.2535716321854,606.864,0.0,0.0,0.0
JVASP-65782,3,Pb,BaPb2Sc,740.5011616581029,604.617,0.0,0.0009999999999763531,0.0
JVASP-37110,0,Re,NRe,739.6421780820777,601.377,0.1593060592606634,5.684341886080802e-14,0.0
JVASP-37110,1,Re,NRe,739.6421780820777,601.377,0.1593060592606634,5.684341886080802e-14,0.0
JVASP-10126,5,Se,Rb2Se3,739.2553509958518,-595.701,0.28298760619841157,0.0,0.0
JVASP-10126,4,Se,Rb2Se3,739.2553509958518,-595.701,0.28298760619841157,0.0,0.0
JVASP-14056,14,Se,AuKSe5,735.084973025568,-591.324,0.3011276389931747,2.842170943040401e-14,0.0
JVASP-14056,15,Se,AuKSe5,735.0848240352946,-591.324,0.3011276389931747,0.0009999999999763531,0.0
JVASP-14056,19,Se,AuKSe5,735.0848240352946,-591.324,0.3011276389931747,0.0009999999999763531,0.0
JVASP-14056,18,Se,AuKSe5,735.0845237093487,-591.324,0.3011276389931747,0.0009999999999479314,0.0
JVASP-14056,12,Se,AuKSe5,735.0844769943111,-591.324,0.3011276389931747,0.0,0.0
JVASP-14056,16,Se,AuKSe5,735.0844769943111,-591.324,0.3011276389931747,0.0,0.0
JVASP-14056,17,Se,AuKSe5,735.0844502735723,-591.324,0.3011276389931747,0.0,0.0
JVASP-14056,13,Se,AuKSe5,735.0844502735723,-591.324,0.3011276389931747,0.0,0.0
JVASP-10154,5,Se,K2Se3,734.2464145373814,-592.415,0.26886388764632896,0.0010000000000047748,0.0
JVASP-10154,4,Se,K2Se3,734.2464145373814,-592.415,0.26886388764632896,0.0010000000000047748,0.0
JVASP-17885,2,Tl,Ba2CuO5Tl,730.648497415823,-596.572,-0.0,0.0,0.0
JVASP-5683,5,I,GaI7Te,730.5035079956838,589.653,0.2638212643707401,2.842170943040401e-14,0.0
JVASP-5683,4,I,GaI7Te,730.5035079956838,589.653,0.2638212643707401,2.842170943040401e-14,0.0
JVASP-32197,25,Hg,ClHHgO4,729.2857541499079,-593.344,0.14640410958904107,1.4210854715202004e-14,0.0
JVASP-32197,24,Hg,ClHHgO4,729.2857541499079,-593.344,0.14640410958904107,1.4210854715202004e-14,0.0
JVASP-32197,26,Hg,ClHHgO4,729.2857541499079,-593.344,0.14640410958904107,1.4210854715202004e-14,0.0
JVASP-32197,27,Hg,ClHHgO4,729.2857541499079,-593.344,0.14640410958904107,1.4210854715202004e-14,0.0
JVASP-22664,2,Se,BrSe,728.7679592476607,-571.255,0.5049583811082617,0.0,0.0
JVASP-22664,0,Se,BrSe,728.7679592476607,-571.255,0.5049583811082617,0.0,0.0
JVASP-22664,1,Se,BrSe,728.7678052576143,-571.254,0.5049592650554745,0.0,0.0
JVASP-22664,3,Se,BrSe,728.7678052576143,-571.254,0.5049592650554745,0.0,0.0
JVASP-8617,0,U,Cr2O6U,728.5676559208486,-594.873,1.8491341849477284e-05,0.0,0.0
JVASP-5518,25,Se,IP3Se4,727.4080684746356,-552.217,0.6857757004945519,2.1316282072803006e-14,0.0
JVASP-5518,24,Se,IP3Se4,727.4080684746356,-552.217,0.6857757004945519,2.1316282072803006e-14,0.0
JVASP-5518,27,Se,IP3Se4,727.4080684746356,-552.217,0.6857757004945519,2.1316282072803006e-14,0.0
JVASP-5518,26,Se,IP3Se4,727.4080684746356,-552.217,0.6857757004945519,2.1316282072803006e-14,0.0
JVASP-24214,9,Au,Au2P3,726.9385714735462,-584.223,0.31060913384101624,0.0,0.0
JVASP-24214,8,Au,Au2P3,726.9361037642855,-584.221,0.3106067738064876,2.842170943040401e-14,0.0
JVASP-5815,3,I,Ga2I8Pd,725.376879164204,-584.618,0.28111347922917185,1.4210854715202004e-14,0.0
JVASP-5815,8,I,Ga2I8Pd,725.376879164204,-584.618,0.28111347922917185,1.4210854715202004e-14,0.0
JVASP-5815,7,I,Ga2I8Pd,725.3767408416124,-584.618,0.28111347922917185,0.0,0.0
JVASP-5815,4,I,Ga2I8Pd,725.3767408416124,-584.618,0.28111347922917185,0.0,0.0
JVASP-5575,13,Te,INb2Te6,724.5859358019586,557.967,0.6105898735946749,0.0,0.0
JVASP-5575,12,Te,INb2Te6,724.5859358019586,557.967,0.6105898735946749,0.0,0.0
JVASP-5575,15,Te,INb2Te6,724.5859358019586,557.967,0.6105898735946749,0.0,0.0
JVASP-5575,14,Te,INb2Te6,724.5859358019586,557.967,0.6105898735946749,0.0,0.0
JVASP-39444,3,Br,Br3S,724.3941336061467,-591.465,-0.0,0.0009999999999763531,0.0
JVASP-39444,5,Br,Br3S,724.3941336061467,-591.465,-0.0,0.0009999999999763531,0.0
JVASP-39444,2,Br,Br3S,724.3941336061467,-591.465,-0.0,0.0009999999999763531,0.0
JVASP-39444,6,Br,Br3S,724.3941336061467,-591.465,-0.0,0.0009999999999763531,0.0
JVASP-17307,6,Pb,Pb2Rh3S2,723.1329318908108,-590.436,6.774654662010953e-06,0.0009999999999763531,0.0
JVASP-80424,0,Ta,CuOsTa2,721.6257825244328,-589.073,0.03662534185067044,2.842170943040401e-14,0.0
JVASP-80424,1,Ta,CuOsTa2,721.6257825244328,-589.073,0.03662534185067044,2.842170943040401e-14,0.0
JVASP-81525,7,Au,AuCa2Pb,718.0740193301801,-547.679,0.6618749303880558,0.0010000000000331966,0.0
JVASP-81525,6,Au,AuCa2Pb,718.0740193301801,-547.679,0.6618749303880558,0.0010000000000331966,0.0
JVASP-7810,5,Se,NaSe,718.0593448831371,586.293,1.7056318256850298e-06,0.0,0.0
JVASP-7810,7,Se,NaSe,718.0593448831371,586.293,1.7056318256850298e-06,0.0,0.0
JVASP-7810,6,Se,NaSe,718.0593448831371,586.293,1.7056318256850298e-06,0.0,0.0
JVASP-7810,4,Se,NaSe,718.0593448831371,586.293,1.7056318256850298e-06,0.0,0.0
JVASP-3033,5,Au,AuRbSe,717.7678276782821,-585.073,0.1004165292194307,0.0,0.0
JVASP-3033,4,Au,AuRbSe,717.7678276782821,-585.073,0.1004165292194307,0.0,0.0
JVASP-65400,6,Te,BaTe2Zn,716.8033605013302,584.927,0.05916122866614128,0.0,0.0
JVASP-65400,4,Te,BaTe2Zn,716.8033605013302,584.927,0.05916122866614128,0.0,0.0
JVASP-65400,7,Te,BaTe2Zn,716.8033605013302,584.927,0.05916122866614128,0.0,0.0
JVASP-65400,5,Te,BaTe2Zn,716.8033605013302,584.927,0.05916122866614128,0.0,0.0
JVASP-29223,21,I,I2O5,716.7779055697797,-565.212,0.4652413607637489,0.0010000000000047748,0.0
JVASP-29223,22,I,I2O5,716.7779055697797,-565.212,0.4652413607637489,0.0010000000000047748,0.0
JVASP-29223,20,I,I2O5,716.7779055697797,-565.212,0.4652413607637489,0.0010000000000047748,0.0
JVASP-29223,23,I,I2O5,716.7779055697797,-565.212,0.4652413607637489,0.0010000000000047748,0.0
JVASP-5590,13,Se,P2Se5,716.6731282376925,-550.306,0.626147997659484,0.0,0.0
JVASP-5590,15,Se,P2Se5,716.6731282376925,-550.306,0.626147997659484,0.0,0.0
JVASP-5590,12,Se,P2Se5,716.6731282376925,-550.306,0.626147997659484,0.0,0.0
JVASP-5590,14,Se,P2Se5,716.6731282376925,-550.306,0.626147997659484,0.0,0.0
JVASP-29341,10,Br,AuBiBr6,716.4864785423377,574.798,0.32790823906833355,0.0,0.0
JVASP-29341,11,Br,AuBiBr6,716.4864785423377,574.798,0.32790823906833355,0.0,0.0
JVASP-25988,2,Hg,HgO3V,714.5503728912329,-581.867,0.12696200334440685,0.000999999999990564,0.0
JVASP-25988,3,Hg,HgO3V,714.5503728912329,-581.867,0.12696200334440685,0.000999999999990564,0.0
JVASP-81671,6,Pb,Li2PbPt,713.0111411289448,-569.133,0.3728636364435026,0.0,0.0
JVASP-81671,7,Pb,Li2PbPt,713.0111411289448,-569.133,0.3728636364435026,0.0,0.0
JVASP-14242,9,I,AuI3K,711.8556503252609,581.084,0.038548643569604454,0.0,0.0
JVASP-14242,11,I,AuI3K,711.8556503252609,581.084,0.038548643569604454,0.0,0.0
JVASP-14242,8,I,AuI3K,711.8556503252609,581.084,0.038548643569604454,0.0,0.0
JVASP-14242,10,I,AuI3K,711.8556503252609,581.084,0.038548643569604454,0.0,0.0
JVASP-77062,6,Sb,InLi2Sb,711.8123502496989,-581.063,0.03657951031127433,0.0,0.0
JVASP-77062,7,Sb,InLi2Sb,711.8104182687971,-581.061,0.03656586829954172,0.0,0.0
JVASP-19915,3,U,SiU3,711.5859855449656,581.007,1.204804761389278e-05,2.842170943040401e-14,0.0
JVASP-19915,2,U,SiU3,711.5859855449656,581.007,1.204804761389278e-05,2.842170943040401e-14,0.0
JVASP-3063,5,Au,AuKSe,710.7165970244398,-579.482,0.09188896290134982,0.0,0.0
JVASP-3063,4,Au,AuKSe,710.7165970244398,-579.482,0.09188896290134982,0.0,0.0
JVASP-51343,6,Br,BrH,710.7037610720798,575.669,0.2198450845885396,0.0,0.0
JVASP-51343,7,Br,BrH,710.7037610720798,575.669,0.2198450845885396,0.0,0.0
JVASP-51343,5,Br,BrH,710.7037610720798,575.669,0.2198450845885396,0.0,0.0
JVASP-51343,4,Br,BrH,710.7037610720798,575.669,0.2198450845885396,0.0,0.0
JVASP-5680,3,Hg,Hg2O3Te,710.23860703006,-573.865,0.25201223284221896,1.4210854715202004e-14,0.0
JVASP-5680,0,Hg,Hg2O3Te,710.23860703006,-573.865,0.25201223284221896,1.4210854715202004e-14,0.0
JVASP-5680,2,Hg,Hg2O3Te,710.23860703006,-573.865,0.25201223284221896,1.4210854715202004e-14,0.0
JVASP-5680,1,Hg,Hg2O3Te,710.23860703006,-573.865,0.25201223284221896,1.4210854715202004e-14,0.0
JVASP-8757,7,Br,BrH,710.1342529486942,575.207,0.2198530268233871,0.0009999999999763531,0.0
JVASP-8757,5,Br,BrH,710.1342529486942,575.207,0.2198530268233871,0.0009999999999763531,0.0
JVASP-8757,6,Br,BrH,710.1342529486942,575.207,0.2198530268233871,0.0009999999999763531,0.0
JVASP-8757,4,Br,BrH,710.1342529486942,575.207,0.2198530268233871,0.0009999999999763531,0.0
JVASP-34273,5,Cl,AgClO2,709.5851383505716,-559.972,0.4598747794532584,2.842170943040401e-14,0.0
JVASP-34273,4,Cl,AgClO2,709.5845561524011,-559.966,0.45994399659979357,0.0,0.0
JVASP-5590,18,Se,P2Se5,708.6579520685561,-543.84,0.6292402177110915,0.0,0.0
JVASP-5590,17,Se,P2Se5,708.6579520685561,-543.84,0.6292402177110915,0.0,0.0
JVASP-5590,19,Se,P2Se5,708.6579520685561,-543.84,0.6292402177110915,0.0,0.0
JVASP-5590,16,Se,P2Se5,708.6579520685561,-543.84,0.6292402177110915,0.0,0.0
JVASP-4071,5,I,CuGaI4,708.5035456735555,543.437,0.6320640663039138,0.0,0.0
JVASP-4071,3,I,CuGaI4,708.5034284398347,543.437,0.6320640663039138,0.0010000000000331966,0.0
JVASP-4071,4,I,CuGaI4,708.5029586720157,543.437,0.6320640663039138,0.0010000000000331966,0.0
JVASP-4071,2,I,CuGaI4,708.5022675616501,543.437,0.6320640663039138,2.842170943040401e-14,0.0
JVASP-1423,3,Au,AuSe,708.3847920713713,-578.393,0.0018551400172546677,0.0,0.0
JVASP-25111,1,Br,Br,708.3777366744384,-578.388,0.0,0.0,0.0
JVASP-25111,0,Br,Br,708.3777366744384,-578.388,0.0,0.0,0.0
JVASP-69254,3,Se,BaHgSe2,706.925189256968,577.202,0.0,0.0,0.0
JVASP-69254,2,Se,BaHgSe2,706.925189256968,577.202,0.0,0.0,0.0
JVASP-54938,2,Bi,Bi2Th,705.9796862162536,-576.43,-0.0,0.0,0.0
JVASP-54938,5,Bi,Bi2Th,705.9796862162536,-576.43,-0.0,0.0,0.0
JVASP-12741,8,Te,Ga2S2Te,705.4461235466532,-565.84,0.32959317121447756,0.0009999999999692477,0.0
JVASP-12741,9,Te,Ga2S2Te,705.4459443274161,-565.841,0.3295925887307565,7.105427357601002e-15,0.0
JVASP-36809,1,Au,AuO2Pb,705.3229647792563,-575.894,-0.0,0.0009999999999763531,0.0
JVASP-4261,0,Te,PrTe3,704.5195001886037,-574.495,0.08812087137398933,0.0,0.0
JVASP-4261,1,Te,PrTe3,704.5190743493039,-574.495,0.08812261203317692,0.0,0.0
JVASP-67854,2,Te,BeSeTe,703.378328109418,-574.306,-0.0,0.0,0.0
JVASP-5575,22,Te,INb2Te6,702.7712363479314,572.577,0.11374714667197602,0.0,0.0
JVASP-5575,20,Te,INb2Te6,702.7712363479314,572.577,0.11374714667197602,0.0,0.0
JVASP-5575,23,Te,INb2Te6,702.7712363479314,572.577,0.11374714667197602,0.0,0.0
JVASP-5575,21,Te,INb2Te6,702.7712363479314,572.577,0.11374714667197602,0.0,0.0
JVASP-36800,2,Au,AuO2Pb,702.4867138444683,-573.578,3.4868840855289947e-06,0.0,0.0
JVASP-36800,3,Au,AuO2Pb,702.4867138444683,-573.578,3.4868840855289947e-06,0.0,0.0
JVASP-36764,1,Hg,CuHgO2,701.9531583966269,-573.068,0.02786754800477435,0.0009999999999763531,0.0
JVASP-84938,0,Te,Te,701.7279383080028,-565.185,0.2882613657474986,0.0,0.0
JVASP-84938,1,Te,Te,701.7279383080028,-565.185,0.2882613657474986,0.0,0.0
JVASP-84938,2,Te,Te,701.7268372792935,-565.184,0.28826364511380365,2.842170943040401e-14,0.0
JVASP-85004,0,Te,Te,701.6804520492216,-565.17,0.28779482279668067,0.0,0.0
JVASP-85004,1,Te,Te,701.6799394695562,-565.17,0.28779482279668067,0.0,0.0
JVASP-85004,2,Te,Te,701.6798382624371,-565.17,0.28779482279668067,0.0,0.0
JVASP-12912,9,Te,Ga2Se2Te,701.5069696403593,-561.415,0.35023111245691685,2.1316282072803006e-14,0.0
JVASP-12912,8,Te,Ga2Se2Te,701.5062285168964,-561.415,0.35023111245691685,2.1316282072803006e-14,0.0
JVASP-30471,3,Bi,Bi3Sc,701.4195528120099,572.707,0.0,0.0009999999999763531,0.0
JVASP-56562,2,U,SiU3,701.0415148948028,572.398,0.0,0.0,0.0
